TIMESTAMP,EXP_DATE,SYMBOL,INSTRUMENT,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2018-01-02,2018-01-25,ATGL,,101.25,102.55,99.4,100.45,0.0,0.0,0.0,0.0,,0.0
2018-01-02,2018-02-22,ATGL,,101.25,102.55,99.4,100.45,0.0,0.0,0.0,0.0,,0.0
2018-01-02,2018-03-28,ATGL,,101.25,102.55,99.4,100.45,0.0,0.0,0.0,0.0,,0.0
2018-11-05,2018-11-29,ATGL,,72.0,75.6,72.0,75.6,0.0,0.0,0.0,0.0,,0.0
2018-11-05,2018-12-27,ATGL,,72.0,75.6,72.0,75.6,0.0,0.0,0.0,0.0,,0.0
2018-11-05,2019-01-31,ATGL,,72.0,75.6,72.0,75.6,0.0,0.0,0.0,0.0,,0.0
2018-11-06,2018-11-29,ATGL,,77.0,79.35,75.7,78.1,0.0,0.0,0.0,0.0,,0.0
2018-11-06,2018-12-27,ATGL,,77.0,79.35,75.7,78.1,0.0,0.0,0.0,0.0,,0.0
2018-11-06,2019-01-31,ATGL,,77.0,79.35,75.7,78.1,0.0,0.0,0.0,0.0,,0.0
2018-11-07,2018-11-29,ATGL,,79.4,82.0,78.5,81.3,0.0,0.0,0.0,0.0,,0.0
2018-11-07,2018-12-27,ATGL,,79.4,82.0,78.5,81.3,0.0,0.0,0.0,0.0,,0.0
2018-11-07,2019-01-31,ATGL,,79.4,82.0,78.5,81.3,0.0,0.0,0.0,0.0,,0.0
2018-11-09,2018-11-29,ATGL,,84.0,84.0,77.25,79.95,0.0,0.0,0.0,0.0,,0.0
2018-11-09,2018-12-27,ATGL,,84.0,84.0,77.25,79.95,0.0,0.0,0.0,0.0,,0.0
2018-11-09,2019-01-31,ATGL,,84.0,84.0,77.25,79.95,0.0,0.0,0.0,0.0,,0.0
2018-11-12,2018-11-29,ATGL,,79.8,79.8,76.0,76.0,0.0,0.0,0.0,0.0,,0.0
2018-11-12,2018-12-27,ATGL,,79.8,79.8,76.0,76.0,0.0,0.0,0.0,0.0,,0.0
2018-11-12,2019-01-31,ATGL,,79.8,79.8,76.0,76.0,0.0,0.0,0.0,0.0,,0.0
2018-11-13,2018-11-29,ATGL,,72.5,78.0,72.5,76.95,0.0,0.0,0.0,0.0,,0.0
2018-11-13,2018-12-27,ATGL,,72.5,78.0,72.5,76.95,0.0,0.0,0.0,0.0,,0.0
2018-11-13,2019-01-31,ATGL,,72.5,78.0,72.5,76.95,0.0,0.0,0.0,0.0,,0.0
2018-11-14,2018-11-29,ATGL,,77.05,78.65,75.5,78.3,0.0,0.0,0.0,0.0,,0.0
2018-11-14,2018-12-27,ATGL,,77.05,78.65,75.5,78.3,0.0,0.0,0.0,0.0,,0.0
2018-11-14,2019-01-31,ATGL,,77.05,78.65,75.5,78.3,0.0,0.0,0.0,0.0,,0.0
2018-11-15,2018-11-29,ATGL,,79.0,80.0,75.5,79.4,0.0,0.0,0.0,0.0,,0.0
2018-11-15,2018-12-27,ATGL,,79.0,80.0,75.5,79.4,0.0,0.0,0.0,0.0,,0.0
2018-11-15,2019-01-31,ATGL,,79.0,80.0,75.5,79.4,0.0,0.0,0.0,0.0,,0.0
2018-11-16,2018-11-29,ATGL,,79.4,79.75,77.5,78.85,0.0,0.0,0.0,0.0,,0.0
2018-11-16,2018-12-27,ATGL,,79.4,79.75,77.5,78.85,0.0,0.0,0.0,0.0,,0.0
2018-11-16,2019-01-31,ATGL,,79.4,79.75,77.5,78.85,0.0,0.0,0.0,0.0,,0.0
2018-11-19,2018-11-29,ATGL,,78.45,78.95,77.2,77.8,0.0,0.0,0.0,0.0,,0.0
2018-11-19,2018-12-27,ATGL,,78.45,78.95,77.2,77.8,0.0,0.0,0.0,0.0,,0.0
2018-11-19,2019-01-31,ATGL,,78.45,78.95,77.2,77.8,0.0,0.0,0.0,0.0,,0.0
2018-11-20,2018-11-29,ATGL,,81.0,88.5,80.1,80.9,0.0,0.0,0.0,0.0,,0.0
