TIMESTAMP,EXP_DATE,SYMBOL,INSTRUMENT,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2017-01-02,2017-01-25,TATACHEM,FUTSTK,223.12,226.21,222.68,224.53,9279854,1121400150.0,4986901,3325,1398.0,9279854
2017-01-02,2017-02-23,TATACHEM,FUTSTK,225.06,225.06,225.06,225.06,20410,765600.0,3402,2,1.0,20410
2017-01-02,2017-03-30,TATACHEM,,223.12,226.21,222.88,223.54,0,0.0,0,0,,0
2017-01-03,2017-01-25,TATACHEM,FUTSTK,224.82,225.48,221.18,224.82,9174401,867972600.0,3881347,2588,1077.0,9174401
2017-01-03,2017-02-23,TATACHEM,FUTSTK,223.61,223.61,222.81,223.34,20410,2278350.0,10205,7,3.0,20410
2017-01-03,2017-03-30,TATACHEM,,224.36,225.31,220.52,224.78,0,0.0,0,0,,0
2017-01-04,2017-01-25,TATACHEM,FUTSTK,226.21,228.35,222.97,223.56,9388709,1328277675.0,5881550,3921,1630.0,9388709
2017-01-04,2017-02-23,TATACHEM,FUTSTK,226.65,228.41,224.01,224.53,27214,5379750.0,23812,16,7.0,27214
2017-01-04,2017-03-30,TATACHEM,,225.44,228.13,221.98,222.73,0,0.0,0,0,,0
2017-01-05,2017-01-25,TATACHEM,FUTSTK,225.46,225.9,222.53,225.2,9626828,1285250025.0,5725071,3817,1521.0,9626828
2017-01-05,2017-02-23,TATACHEM,FUTSTK,225.7,225.77,223.56,225.77,40820,6126150.0,27214,18,8.0,40820
2017-01-05,2017-03-30,TATACHEM,,224.45,225.33,222.09,224.07,0,0.0,0,0,,0
2017-01-06,2017-03-30,TATACHEM,,226.19,226.87,223.12,223.92,0,0.0,0,0,,0
2017-01-06,2017-01-25,TATACHEM,FUTSTK,226.28,227.22,223.83,224.49,9898965,953954625.0,4228321,2819,1159.0,9898965
2017-01-06,2017-02-23,TATACHEM,FUTSTK,224.89,225.55,224.89,225.22,51026,6128925.0,27214,18,7.0,51026
2017-01-09,2017-01-25,TATACHEM,FUTSTK,224.31,226.96,222.99,226.32,10092862,733831500.0,3252031,2168,921.0,10092862
2017-01-09,2017-02-23,TATACHEM,FUTSTK,226.08,227.73,226.08,227.05,64632,6946950.0,30615,20,9.0,64632
2017-01-09,2017-03-30,TATACHEM,,224.09,226.47,222.46,225.95,0,0.0,0,0,,0
2017-01-10,2017-01-25,TATACHEM,FUTSTK,226.87,227.69,224.36,225.28,10453443,1035067800.0,4582098,3055,1268.0,10453443
2017-01-10,2017-02-23,TATACHEM,FUTSTK,226.23,227.09,225.55,226.08,68034,9252150.0,40820,27,11.0,68034
2017-01-10,2017-03-30,TATACHEM,,226.92,227.53,223.65,225.0,0,0.0,0,0,,0
2017-01-11,2017-03-30,TATACHEM,,225.28,229.27,223.78,228.33,0,0.0,0,0,,0
2017-01-11,2017-01-25,TATACHEM,FUTSTK,226.1,230.18,224.45,229.14,11011323,1705336200.0,7500762,5001,2113.0,11011323
2017-01-11,2017-02-23,TATACHEM,FUTSTK,226.96,230.99,226.23,229.69,71436,11663025.0,51026,34,15.0,71436
2017-01-12,2017-03-30,TATACHEM,,228.41,229.3,226.21,227.29,0,0.0,0,0,,0
2017-01-12,2017-02-23,TATACHEM,FUTSTK,229.65,230.31,227.97,228.81,88444,15580875.0,68034,45,19.0,88444
2017-01-12,2017-01-25,TATACHEM,FUTSTK,228.66,230.02,226.5,228.22,11126981,1026928050.0,4500457,3000,1278.0,11126981
2017-01-13,2017-01-25,TATACHEM,FUTSTK,230.49,232.58,227.11,228.75,11028331,1752444750.0,7633428,5089,2098.0,11028331
2017-01-13,2017-02-23,TATACHEM,FUTSTK,231.06,232.45,228.19,229.3,105453,14077050.0,61231,41,18.0,105453
2017-01-13,2017-03-30,TATACHEM,,229.56,231.08,226.65,228.24,0,0.0,0,0,,0
2017-01-16,2017-01-25,TATACHEM,FUTSTK,228.41,230.33,227.0,229.5,11143989,788915400.0,3442527,2295,942.0,11143989
2017-01-16,2017-02-23,TATACHEM,FUTSTK,230.62,230.62,229.74,230.18,112256,8619000.0,37419,25,11.0,112256
2017-01-16,2017-03-30,TATACHEM,,228.17,229.96,226.67,228.61,0,0.0,0,0,,0
2017-01-17,2017-01-25,TATACHEM,FUTSTK,229.65,233.11,229.25,230.58,10994314,1567195950.0,6783002,4522,1869.0,10994314
2017-01-17,2017-02-23,TATACHEM,FUTSTK,231.39,233.71,229.96,231.37,136068,31533225.0,136068,91,40.0,136068
2017-01-17,2017-03-30,TATACHEM,,228.61,232.47,228.53,229.96,0,0.0,0,0,,0
2017-01-18,2017-02-23,TATACHEM,FUTSTK,232.07,237.45,232.07,234.54,248325,99232950.0,421812,281,120.0,248325
2017-01-18,2017-03-30,TATACHEM,,230.58,236.53,230.27,233.42,0,0.0,0,0,,0
2017-01-18,2017-01-25,TATACHEM,FUTSTK,230.99,236.75,230.99,233.49,10762998,2635652475.0,11249442,7500,3055.0,10762998
2017-01-19,2017-01-25,TATACHEM,FUTSTK,232.52,234.7,231.81,232.36,10620126,646015950.0,2772390,1848,793.0,10620126
2017-01-19,2017-02-23,TATACHEM,FUTSTK,233.71,235.47,232.91,233.4,398000,70804200.0,302752,202,85.0,398000
2017-01-19,2017-03-30,TATACHEM,,232.76,235.03,231.94,232.3,0,0.0,0,0,,0
2017-01-20,2017-01-25,TATACHEM,FUTSTK,230.99,233.88,226.12,226.72,9949990,1156690425.0,5037927,3359,1317.0,9949990
2017-01-20,2017-02-23,TATACHEM,FUTSTK,232.82,234.94,227.27,227.64,1347076,351868200.0,1530768,1021,341.0,1347076
2017-01-20,2017-03-30,TATACHEM,,232.38,233.77,225.64,226.12,0,0.0,0,0,,0
2017-01-23,2017-01-25,TATACHEM,FUTSTK,225.09,228.11,224.58,226.41,7919172,1403488950.0,6197908,4132,1318.0,7919172
2017-01-23,2017-02-23,TATACHEM,FUTSTK,227.09,229.08,225.66,227.31,3684048,800871375.0,3524167,2349,659.0,3684048
2017-01-23,2017-03-30,TATACHEM,,226.56,228.15,224.14,225.84,0,0.0,0,0,,0
2017-01-24,2017-03-30,TATACHEM,FUTSTK,229.3,229.3,229.3,229.3,3402,780000.0,3402,2,1.0,3402
2017-01-24,2017-01-25,TATACHEM,FUTSTK,226.47,231.24,225.86,230.38,4656936,1681438875.0,7354488,4903,1568.0,4656936
2017-01-24,2017-02-23,TATACHEM,FUTSTK,227.47,232.34,226.81,231.37,7174198,1573041225.0,6851036,4567,1399.0,7174198
2017-01-25,2017-03-30,TATACHEM,FUTSTK,236.48,237.67,235.91,237.67,54427,19305825.0,81641,54,24.0,54427
2017-01-25,2017-01-25,TATACHEM,FUTSTK,231.06,239.0,229.83,238.49,1571588,2745148350.0,11688262,7792,2697.0,1571588
2017-01-25,2017-02-23,TATACHEM,FUTSTK,232.18,238.62,230.75,237.92,10222127,2725194375.0,11572604,7715,2738.0,10222127
2017-01-27,2017-02-23,TATACHEM,FUTSTK,236.57,241.47,236.57,239.59,9555392,1510683525.0,6299960,4200,1716.0,9555392
2017-01-27,2017-03-30,TATACHEM,FUTSTK,238.45,241.82,238.45,241.2,64632,10649925.0,44222,29,11.0,64632
2017-01-27,2017-04-27,TATACHEM,,238.64,241.6,236.99,239.42,0,0.0,0,0,,0
2017-01-30,2017-02-23,TATACHEM,FUTSTK,239.66,240.76,236.11,238.95,9320675,780365925.0,3265638,2177,893.0,9320675
2017-01-30,2017-03-30,TATACHEM,FUTSTK,241.0,241.03,238.71,239.33,71436,5710200.0,23812,16,7.0,71436
2017-01-30,2017-04-27,TATACHEM,,238.62,241.05,236.26,238.56,0,0.0,0,0,,0
2017-01-31,2017-02-23,TATACHEM,FUTSTK,239.06,242.19,236.99,240.12,8915872,1801454250.0,7504164,5003,2039.0,8915872
2017-01-31,2017-03-30,TATACHEM,FUTSTK,240.83,242.35,240.81,240.98,85043,10668675.0,44222,29,13.0,85043
2017-01-31,2017-04-27,TATACHEM,,238.84,242.26,236.53,240.12,0,0.0,0,0,,0
2017-02-01,2017-04-27,TATACHEM,,242.0,244.86,238.16,244.18,0,0.0,0,0,,0
2017-02-01,2017-03-30,TATACHEM,FUTSTK,242.64,245.61,241.45,245.61,91846,12441075.0,51026,34,15.0,91846
2017-02-01,2017-02-23,TATACHEM,FUTSTK,241.16,245.48,238.4,244.8,8562094,1613574225.0,6663942,4443,1830.0,8562094
2017-02-02,2017-02-23,TATACHEM,FUTSTK,243.83,250.53,242.28,247.91,8721974,1984076025.0,8011018,5341,2188.0,8721974
2017-02-02,2017-03-30,TATACHEM,FUTSTK,245.41,251.26,245.41,248.5,153077,25393350.0,102051,68,29.0,153077
2017-02-02,2017-04-27,TATACHEM,,242.53,250.59,241.25,247.55,0,0.0,0,0,,0
2017-02-03,2017-02-23,TATACHEM,FUTSTK,248.26,249.1,246.1,247.71,8521274,777423675.0,3139775,2093,884.0,8521274
2017-02-03,2017-03-30,TATACHEM,FUTSTK,248.72,248.79,248.63,249.07,146273,5073675.0,20410,14,6.0,146273
2017-02-03,2017-04-27,TATACHEM,,247.82,249.03,245.61,247.16,0,0.0,0,0,,0
2017-02-06,2017-02-23,TATACHEM,FUTSTK,245.3,250.35,245.3,247.88,8456641,1041464775.0,4197705,2798,1127.0,8456641
2017-02-06,2017-03-30,TATACHEM,FUTSTK,248.7,248.7,248.7,248.7,146273,846000.0,3402,2,1.0,146273
2017-02-06,2017-04-27,TATACHEM,,246.93,249.58,245.74,247.27,0,0.0,0,0,,0
2017-02-07,2017-04-27,TATACHEM,,247.57,248.59,243.58,245.3,0,0.0,0,0,,0
2017-02-07,2017-03-30,TATACHEM,FUTSTK,248.02,248.46,248.02,248.46,159880,4224450.0,17009,11,5.0,159880
2017-02-07,2017-02-23,TATACHEM,FUTSTK,248.61,249.34,244.29,245.99,8426026,792503925.0,3207809,2139,891.0,8426026
2017-02-08,2017-02-23,TATACHEM,FUTSTK,247.0,256.11,247.0,253.99,8711769,4793482950.0,18998528,12666,5278.0,8711769
2017-02-08,2017-03-30,TATACHEM,FUTSTK,250.99,255.75,250.02,255.75,187094,20629800.0,81641,54,24.0,187094
2017-02-08,2017-04-27,TATACHEM,,246.49,254.96,246.14,252.8,0,0.0,0,0,,0
2017-02-09,2017-02-23,TATACHEM,FUTSTK,253.86,256.64,249.21,251.59,8579103,2169886650.0,8572299,5715,2320.0,8579103
2017-02-09,2017-03-30,TATACHEM,FUTSTK,256.72,256.72,251.32,252.56,244923,33625275.0,132667,88,35.0,244923
2017-02-09,2017-04-27,TATACHEM,,253.99,256.33,249.36,251.48,0,0.0,0,0,,0
2017-02-10,2017-02-23,TATACHEM,FUTSTK,252.67,254.54,250.07,250.73,8572299,957091800.0,3792902,2529,1016.0,8572299
2017-02-10,2017-03-30,TATACHEM,FUTSTK,253.55,255.42,252.84,252.05,285743,30214200.0,119060,79,34.0,285743
2017-02-10,2017-04-27,TATACHEM,,252.67,254.61,249.14,250.18,0,0.0,0,0,,0
2017-02-13,2017-04-27,TATACHEM,,250.22,251.48,247.38,248.63,0,0.0,0,0,,0
2017-02-13,2017-03-30,TATACHEM,FUTSTK,251.63,251.63,249.01,250.13,312957,26356950.0,105453,70,30.0,312957
2017-02-13,2017-02-23,TATACHEM,FUTSTK,251.65,251.79,247.64,249.1,8494060,856007850.0,3432321,2288,890.0,8494060
2017-02-14,2017-02-23,TATACHEM,FUTSTK,247.2,250.53,246.32,248.99,8429428,751612500.0,3027518,2018,815.0,8429428
2017-02-14,2017-03-30,TATACHEM,FUTSTK,249.05,249.14,247.64,247.64,316359,11819325.0,47624,32,13.0,316359
2017-02-14,2017-04-27,TATACHEM,,248.7,249.98,245.7,248.88,0,0.0,0,0,,0
2017-02-15,2017-02-23,TATACHEM,FUTSTK,248.3,249.87,242.53,243.19,8262744,682838700.0,2785997,1857,762.0,8262744
2017-02-15,2017-03-30,TATACHEM,FUTSTK,248.92,248.92,244.07,244.4,336769,32606925.0,132667,88,39.0,336769
2017-02-15,2017-04-27,TATACHEM,,248.88,249.58,242.53,243.1,0,0.0,0,0,,0
2017-02-16,2017-02-23,TATACHEM,FUTSTK,244.05,251.12,241.91,250.37,8167496,1051366350.0,4262338,2842,1170.0,8167496
2017-02-16,2017-03-30,TATACHEM,FUTSTK,244.95,251.98,243.23,251.41,346974,84229350.0,340171,227,99.0,346974
2017-02-16,2017-04-27,TATACHEM,,243.01,251.3,242.11,250.07,0,0.0,0,0,,0
2017-02-17,2017-03-30,TATACHEM,FUTSTK,252.31,252.31,247.91,249.96,690546,176446275.0,707555,472,196.0,690546
2017-02-17,2017-04-27,TATACHEM,,250.46,251.34,245.94,248.19,0,0.0,0,0,,0
2017-02-17,2017-02-23,TATACHEM,FUTSTK,250.79,251.76,246.56,248.52,8191308,734561850.0,2959484,1973,817.0,8191308
2017-02-20,2017-04-27,TATACHEM,,248.68,252.34,247.38,251.08,0,0.0,0,0,,0
2017-02-20,2017-03-30,TATACHEM,FUTSTK,250.84,254.17,249.6,253.0,1632819,404606625.0,1605605,1070,295.0,1632819
2017-02-20,2017-02-23,TATACHEM,FUTSTK,247.24,252.89,247.24,251.7,7051737,936527550.0,3735073,2490,883.0,7051737
2017-02-21,2017-02-23,TATACHEM,FUTSTK,252.34,257.43,249.96,256.55,5088952,1962413100.0,7728676,5152,1907.0,5088952
2017-02-21,2017-03-30,TATACHEM,FUTSTK,253.62,258.77,251.43,257.91,3653432,1045432650.0,4102458,2735,883.0,3653432
2017-02-21,2017-04-27,TATACHEM,,251.34,257.12,250.02,256.35,0,0.0,0,0,,0
2017-02-22,2017-02-23,TATACHEM,FUTSTK,258.09,260.43,256.55,257.3,3779295,1981055175.0,7670847,5114,1926.0,3779295
2017-02-22,2017-03-30,TATACHEM,FUTSTK,258.86,261.71,257.87,258.44,5102559,1187234625.0,4575295,3050,1039.0,5102559
2017-02-22,2017-04-27,TATACHEM,,257.96,260.6,256.5,257.45,0,0.0,0,0,,0
2017-02-23,2017-02-23,TATACHEM,FUTSTK,257.98,257.98,253.33,254.45,2071639,1330723575.0,5201209,3467,1269.0,2071639
2017-02-23,2017-03-30,TATACHEM,FUTSTK,259.02,259.11,254.65,255.58,7215019,1586815650.0,6177498,4118,1514.0,7215019
2017-02-23,2017-04-27,TATACHEM,,257.52,258.11,252.8,254.06,0,0.0,0,0,,0
2017-02-27,2017-05-25,TATACHEM,,254.32,254.87,248.32,249.8,0,0.0,0,0,,0
2017-02-27,2017-04-27,TATACHEM,FUTSTK,251.34,251.34,251.34,251.34,3402,855000.0,3402,2,1.0,3402
2017-02-27,2017-03-30,TATACHEM,FUTSTK,256.7,256.7,249.62,251.04,7453138,801332475.0,3180595,2120,862.0,7453138
2017-02-28,2017-03-30,TATACHEM,FUTSTK,250.07,253.06,247.86,248.59,7762693,593267850.0,2374391,1583,640.0,7762693
2017-02-28,2017-04-27,TATACHEM,,252.03,253.75,247.86,248.68,0,0.0,0,0,,0
2017-02-28,2017-05-25,TATACHEM,,250.48,252.2,246.32,247.13,0,0.0,0,0,,0
2017-03-01,2017-03-30,TATACHEM,FUTSTK,248.88,252.89,246.93,252.29,8368197,1325844450.0,5289653,3526,1441.0,8368197
2017-03-01,2017-04-27,TATACHEM,FUTSTK,250.02,252.47,250.02,252.47,20410,4270650.0,17009,11,5.0,20410
2017-03-01,2017-05-25,TATACHEM,,248.5,251.41,245.77,250.55,0,0.0,0,0,,0
2017-03-02,2017-03-30,TATACHEM,FUTSTK,253.13,253.88,247.44,248.21,8126676,865325325.0,3449330,2300,964.0,8126676
2017-03-02,2017-04-27,TATACHEM,FUTSTK,251.23,251.23,250.13,250.13,27214,1705500.0,6803,5,2.0,27214
2017-03-02,2017-05-25,TATACHEM,FUTSTK,251.34,251.34,251.34,251.34,3402,855000.0,3402,2,1.0,3402
2017-03-03,2017-04-27,TATACHEM,FUTSTK,247.49,247.49,247.49,247.49,30615,841875.0,3402,2,1.0,30615
2017-03-03,2017-05-25,TATACHEM,,251.37,252.76,246.05,251.79,0,0.0,0,0,,0
2017-03-03,2017-03-30,TATACHEM,FUTSTK,245.74,250.24,243.87,249.45,8347787,1115382750.0,4517466,3012,1223.0,8347787
2017-03-06,2017-03-30,TATACHEM,FUTSTK,252.31,254.98,248.35,251.3,8613120,1399911150.0,5558388,3706,1563.0,8613120
2017-03-06,2017-04-27,TATACHEM,FUTSTK,254.87,254.87,250.11,250.11,44222,5999550.0,23812,16,7.0,44222
2017-03-06,2017-05-25,TATACHEM,,254.56,258.49,251.17,254.17,0,0.0,0,0,,0
2017-03-07,2017-03-30,TATACHEM,FUTSTK,252.12,255.71,250.64,253.9,7871548,1437754050.0,5667242,3778,1605.0,7871548
2017-03-07,2017-04-27,TATACHEM,,251.41,254.85,249.29,253.22,0,0.0,0,0,,0
2017-03-07,2017-05-25,TATACHEM,FUTSTK,255.75,255.75,255.75,255.75,3402,870000.0,3402,2,1.0,3402
2017-03-08,2017-03-30,TATACHEM,FUTSTK,253.46,254.56,248.52,250.55,7681052,816046275.0,3248629,2166,877.0,7681052
2017-03-08,2017-04-27,TATACHEM,FUTSTK,254.61,254.61,250.44,252.01,44222,7694775.0,30615,20,9.0,44222
2017-03-08,2017-05-25,TATACHEM,,255.14,256.15,250.02,251.96,0,0.0,0,0,,0
2017-03-09,2017-05-25,TATACHEM,,251.3,252.58,249.16,250.26,0,0.0,0,0,,0
2017-03-09,2017-04-27,TATACHEM,FUTSTK,249.25,251.81,249.23,250.07,54427,7661700.0,30615,20,9.0,54427
2017-03-09,2017-03-30,TATACHEM,FUTSTK,248.41,251.3,247.84,249.34,7619822,943121025.0,3779295,2520,1024.0,7619822
2017-03-10,2017-03-30,TATACHEM,FUTSTK,249.14,250.35,245.79,247.93,7854539,765884400.0,3092151,2061,858.0,7854539
2017-03-10,2017-04-27,TATACHEM,FUTSTK,249.69,249.69,247.4,249.16,57829,10155075.0,40820,27,12.0,57829
2017-03-10,2017-05-25,TATACHEM,FUTSTK,249.58,249.58,249.58,249.58,6803,849000.0,3402,2,1.0,6803
2017-03-14,2017-03-30,TATACHEM,FUTSTK,251.39,252.36,249.1,250.15,7817121,756389175.0,3017313,2012,848.0,7817121
2017-03-14,2017-04-27,TATACHEM,FUTSTK,252.23,253.42,250.51,250.51,57829,10276500.0,40820,27,12.0,57829
2017-03-14,2017-05-25,TATACHEM,,252.01,253.97,250.82,251.87,0,0.0,0,0,,0
2017-03-15,2017-03-30,TATACHEM,FUTSTK,246.45,251.72,243.67,249.6,7732078,1763802900.0,7109566,4740,1942.0,7732078
2017-03-15,2017-04-27,TATACHEM,FUTSTK,246.1,252.01,246.1,250.73,85043,15262800.0,61231,41,17.0,85043
2017-03-15,2017-05-25,TATACHEM,,249.8,253.68,245.94,251.81,0,0.0,0,0,,0
2017-03-16,2017-04-27,TATACHEM,FUTSTK,250.07,258.8,250.07,258.36,98649,41819625.0,163282,109,47.0,98649
