INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,BOSCHLTD  ,27/01/2026,00039200.00,00039365.00,00038500.00,00038725.00,000000000193300,     1548409000.00,            39875,             1595,             1426
FUTSTK    ,BOSCHLTD  ,24/02/2026,00039475.00,00039480.00,00038605.00,00038800.00,000000000004425,       75043375.00,             1925,              077,              075
FUTSTK    ,BOSCHLTD  ,30/03/2026,00039510.00,00039510.00,00038765.00,00039020.00,000000000000575,        3904875.00,              100,              004,              004
FUTSTK    ,BSE       ,27/01/2026,00002759.30,00002793.90,00002695.80,00002702.80,000000011631000,     8929327725.00,          3262500,             8700,             7520
FUTSTK    ,BSE       ,24/02/2026,00002798.00,00002808.00,00002712.50,00002717.30,000000000542625,      727839000.00,           264000,              704,              636
FUTSTK    ,BSE       ,30/03/2026,00002803.00,00002823.40,00002728.00,00002731.20,000000000051000,      144222750.00,            52125,              139,              125
FUTSTK    ,MARUTI    ,27/01/2026,00016872.00,00016872.00,00016626.00,00016734.00,000000002877450,     5306543250.00,           316950,             6339,             5544
FUTSTK    ,MARUTI    ,24/02/2026,00016752.00,00016900.00,00016752.00,00016826.00,000000000077100,      753638900.00,            44750,              895,              880
FUTSTK    ,MARUTI    ,30/03/2026,00016971.00,00016997.00,00016886.00,00016937.00,000000000017450,      122010800.00,             7200,              144,              144
FUTSTK    ,RELIANCE  ,27/01/2026,00001508.80,00001509.00,00001475.00,00001477.00,000000103974500,    21972905600.00,         14766500,            29533,            24150
FUTSTK    ,RELIANCE  ,24/02/2026,00001516.10,00001517.20,00001483.20,00001485.00,000000005556000,     3792266450.00,          2537500,             5075,             4804
FUTSTK    ,RELIANCE  ,30/03/2026,00001521.80,00001525.00,00001493.40,00001495.00,000000001776500,     1062672550.00,           706500,             1413,             1344
FUTSTK    ,TRENT     ,27/01/2026,00004065.50,00004108.00,00003988.80,00003997.80,000000009182700,     4429744400.00,          1099100,            10991,             9529
FUTSTK    ,TRENT     ,24/02/2026,00004091.10,00004128.00,00004013.80,00004021.30,000000000525500,      583164530.00,           143800,             1438,             1288
FUTSTK    ,TRENT     ,30/03/2026,00004127.70,00004150.00,00004040.00,00004046.60,000000000099600,      118454700.00,            29100,              291,              276
FUTSTK    ,GAIL      ,27/01/2026,00000168.14,00000168.69,00000163.25,00000163.77,000000088889850,     2145324699.00,         12971700,             4118,             3553
FUTSTK    ,GAIL      ,24/02/2026,00000170.00,00000170.00,00000164.20,00000164.71,000000005575500,      333857349.00,          2006550,              637,              599
FUTSTK    ,GAIL      ,30/03/2026,00000170.65,00000170.65,00000165.50,00000165.76,000000000759150,       67394376.00,           403200,              128,              128
FUTSTK    ,GLENMARK  ,27/01/2026,00002124.20,00002126.80,00002080.10,00002085.20,000000011135250,     4756110037.50,          2262750,             6034,             4434
FUTSTK    ,GLENMARK  ,24/02/2026,00002118.20,00002138.30,00002093.70,00002096.70,000000000054750,       81664462.50,            38625,              103,              101
FUTSTK    ,GLENMARK  ,30/03/2026,00002140.00,00002140.00,00002110.00,00002110.50,000000000012750,        7177125.00,             3375,              009,              009
FUTSTK    ,GMRAIRPORT,27/01/2026,00000104.98,00000105.37,00000102.60,00000102.86,000000168020775,     2410793244.00,         23303475,             3341,             2886
FUTSTK    ,GMRAIRPORT,24/02/2026,00000105.09,00000105.98,00000103.25,00000103.42,000000004687200,      158225712.75,          1520550,              218,              217
FUTSTK    ,GMRAIRPORT,30/03/2026,00000106.60,00000106.60,00000104.00,00000104.14,000000000732375,       35790957.00,           341775,              049,              047
FUTSTK    ,GODREJCP  ,27/01/2026,00001250.10,00001254.00,00001235.60,00001244.60,000000009141500,     1247765500.00,          1003000,             2006,             1829
FUTSTK    ,GODREJCP  ,24/02/2026,00001252.60,00001258.70,00001237.80,00001244.80,000000000086500,       83089350.00,            66500,              133,              119
FUTSTK    ,GODREJCP  ,30/03/2026,00001258.60,00001258.60,00001244.90,00001249.90,000000000004000,        2499200.00,             2000,              004,              004
FUTSTK    ,GODREJPROP,27/01/2026,00002154.20,00002178.00,00002093.40,00002099.90,000000008941075,     3194272867.50,          1498200,             5448,             4571
FUTSTK    ,GODREJPROP,24/02/2026,00002160.10,00002185.90,00002105.40,00002111.20,000000000167475,      128682070.00,            59950,              218,              208
FUTSTK    ,GODREJPROP,30/03/2026,00002195.40,00002198.10,00002120.60,00002122.60,000000000019250,       20700955.00,             9625,              035,              034
FUTSTK    ,GRASIM    ,27/01/2026,00002825.80,00002838.30,00002797.60,00002805.80,000000016254750,     2908453975.00,          1034500,             4138,             3142
FUTSTK    ,GRASIM    ,24/02/2026,00002849.70,00002851.80,00002815.00,00002820.00,000000000106500,      248069875.00,            87750,              351,              340
FUTSTK    ,GRASIM    ,30/03/2026,00002856.00,00002856.00,00002834.20,00002839.80,000000000012500,       29842550.00,            10500,              042,              042
FUTSTK    ,LAURUSLABS,27/01/2026,00001137.90,00001137.90,00001094.70,00001104.60,000000015147000,     3665899890.00,          3283550,             3863,             3102
FUTSTK    ,LAURUSLABS,24/02/2026,00001137.10,00001138.60,00001104.90,00001111.00,000000001502800,      645586390.00,           573750,              675,              574
FUTSTK    ,LAURUSLABS,30/03/2026,00001143.10,00001145.70,00001113.70,00001116.30,000000000058650,       41224320.00,            36550,              043,              043
FUTSTK    ,LICHSGFIN ,27/01/2026,00000539.95,00000540.90,00000525.00,00000526.70,000000032677000,     1559278650.00,          2940000,             2940,             2460
FUTSTK    ,LICHSGFIN ,24/02/2026,00000542.20,00000544.35,00000528.20,00000529.40,000000001239000,      237620150.00,           445000,              445,              392
FUTSTK    ,LICHSGFIN ,30/03/2026,00000542.00,00000542.00,00000532.00,00000532.95,000000000084000,       27277600.00,            51000,              051,              046
FUTSTK    ,LICI      ,27/01/2026,00000848.50,00000852.55,00000838.20,00000840.60,000000010989300,     1133158915.00,          1344700,             1921,             1562
FUTSTK    ,LICI      ,24/02/2026,00000856.65,00000856.65,00000842.30,00000844.45,000000000933100,      133964880.00,           158200,              226,              214
FUTSTK    ,LICI      ,30/03/2026,00000858.10,00000859.35,00000847.75,00000850.10,000000000047600,       17287200.00,            20300,              029,              029
FUTSTK    ,LODHA     ,27/01/2026,00001114.50,00001132.90,00001086.70,00001091.70,000000011976750,     1619866485.00,          1459800,             3244,             2879
FUTSTK    ,LODHA     ,24/02/2026,00001112.40,00001138.50,00001093.20,00001098.90,000000000239400,       89752140.00,            80550,              179,              175
FUTSTK    ,LODHA     ,30/03/2026,00001120.00,00001142.80,00001108.00,00001111.50,000000000016200,        7093260.00,             6300,              014,              014
FUTSTK    ,LT        ,27/01/2026,00004160.00,00004179.00,00003998.00,00004032.60,000000013845475,    15939358067.50,          3911250,            22350,            17763
FUTSTK    ,LT        ,24/02/2026,00004198.00,00004201.40,00004025.00,00004052.60,000000000388150,     1248379685.00,           303625,             1735,             1569
FUTSTK    ,LT        ,30/03/2026,00004221.00,00004227.20,00004053.40,00004075.00,000000000107800,      374014585.00,            89950,              514,              504
FUTSTK    ,LTF       ,27/01/2026,00000313.95,00000313.95,00000305.00,00000307.70,000000039123000,     4116858637.50,         13351500,             5934,             4756
FUTSTK    ,LTF       ,24/02/2026,00000314.65,00000314.65,00000305.55,00000308.35,000000001381500,      403484625.00,          1305000,              580,              488
FUTSTK    ,LTF       ,30/03/2026,00000316.10,00000316.10,00000306.50,00000308.85,000000000297000,       78292687.50,           252000,              112,              097
FUTSTK    ,LTIM      ,27/01/2026,00006141.00,00006159.50,00006029.50,00006045.00,000000002328450,     1946716650.00,           320850,             2139,             1883
FUTSTK    ,LTIM      ,24/02/2026,00006168.00,00006177.50,00006059.00,00006069.50,000000000022500,       43911600.00,             7200,              048,              047
FUTSTK    ,LTIM      ,30/03/2026,00006087.00,00006087.00,00006074.00,00006076.50,000000000002700,        5468850.00,              900,              006,              006
FUTSTK    ,LUPIN     ,27/01/2026,00002225.00,00002225.00,00002189.30,00002194.10,000000007062650,     2433376982.50,          1105000,             2600,             2300
FUTSTK    ,LUPIN     ,24/02/2026,00002222.10,00002225.00,00002203.10,00002208.00,000000000097325,       90387470.00,            40800,              096,              093
FUTSTK    ,LUPIN     ,30/03/2026,00002240.00,00002240.00,00002216.70,00002218.20,000000000012325,       14188327.50,             6375,              015,              014
FUTSTK    ,SAIL      ,27/01/2026,00000151.75,00000151.75,00000142.45,00000146.33,000000185067200,     1048359581.00,          7167500,             1525,             1385
FUTSTK    ,SAIL      ,24/02/2026,00000149.55,00000149.55,00000144.35,00000145.94,000000005964300,       59742828.00,           408900,              087,              084
FUTSTK    ,SAIL      ,30/03/2026,00000149.24,00000149.24,00000145.50,00000145.75,000000000681500,        8256819.00,            56400,              012,              012
FUTSTK    ,SAMMAANCAP,27/01/2026,00000150.32,00000150.66,00000145.50,00000146.46,000000115244300,      279451238.00,          1896300,              441,              414
FUTSTK    ,SAMMAANCAP,24/02/2026,00000150.02,00000150.02,00000146.55,00000146.97,000000006824100,       13994608.00,            94600,              022,              022
FUTSTK    ,SAMMAANCAP,30/03/2026,00000148.26,00000148.26,00000148.26,00000148.26,000000000421400,         637518.00,             4300,              001,              001
FUTSTK    ,SBICARD   ,27/01/2026,00000886.10,00000886.10,00000869.85,00000872.40,000000016503200,     1819847720.00,          2077600,             2597,             2159
FUTSTK    ,SBICARD   ,24/02/2026,00000883.30,00000883.30,00000866.40,00000868.45,000000000628000,      162528160.00,           186400,              233,              225
FUTSTK    ,SBICARD   ,30/03/2026,00000880.25,00000880.75,00000866.20,00000869.60,000000000103200,       13967920.00,            16000,              020,              020
FUTSTK    ,SBILIFE   ,27/01/2026,00002079.30,00002102.00,00002077.30,00002090.10,000000009129375,     4165511287.50,          1991250,             5310,             4424
FUTSTK    ,SBILIFE   ,24/02/2026,00002102.00,00002113.60,00002090.00,00002103.10,000000000171375,      182187487.50,            86625,              231,              230
FUTSTK    ,SBILIFE   ,30/03/2026,00002105.10,00002115.00,00002105.10,00002113.80,000000000020250,       11885737.50,             5625,              015,              015
FUTSTK    ,SBIN      ,27/01/2026,00001007.80,00001013.55,00000998.00,00001000.70,000000071582250,    10388729925.00,         10348500,            13798,            10969
FUTSTK    ,SBIN      ,24/02/2026,00001012.90,00001019.10,00001004.00,00001006.40,000000002168250,      981832162.50,           972750,             1297,             1192
FUTSTK    ,SBIN      ,30/03/2026,00001021.50,00001025.50,00001010.50,00001013.15,000000000327000,      155309850.00,           153000,              204,              199
FUTSTK    ,SHREECEM  ,27/01/2026,00027385.00,00027460.00,00026925.00,00026975.00,000000000263400,      615480500.00,            22675,              907,              782
FUTSTK    ,SHREECEM  ,24/02/2026,00027370.00,00027530.00,00026995.00,00027000.00,000000000003625,       19719125.00,              725,              029,              029
FUTSTK    ,SHREECEM  ,30/03/2026,00027250.00,00027250.00,00027250.00,00027250.00,000000000000275,        1362500.00,              050,              002,              002
FUTSTK    ,SHRIRAMFIN,27/01/2026,00000999.15,00001005.90,00000985.35,00000995.70,000000043844625,     6114991781.25,          6143775,             7447,             6389
FUTSTK    ,SHRIRAMFIN,24/02/2026,00001003.05,00001008.90,00000989.00,00000999.25,000000003005475,      428582838.75,           429825,              521,              499
FUTSTK    ,SHRIRAMFIN,30/03/2026,00001013.15,00001014.40,00000994.95,00001006.55,000000000225225,       72996701.25,            72600,              088,              082
FUTSTK    ,SIEMENS   ,27/01/2026,00003136.20,00003160.00,00002989.00,00003006.80,000000002725625,     4401997215.00,          1447600,             8272,             6879
FUTSTK    ,SIEMENS   ,24/02/2026,00003125.20,00003172.90,00003002.20,00003015.60,000000000115150,      184809257.50,            60200,              344,              329
FUTSTK    ,SIEMENS   ,30/03/2026,00003170.00,00003170.00,00003020.00,00003031.50,000000000009625,       20426612.50,             6650,              038,              037
FUTSTK    ,SONACOMS  ,27/01/2026,00000475.05,00000475.05,00000462.40,00000464.90,000000014813925,      808288075.00,          1729700,             1412,             1213
FUTSTK    ,SONACOMS  ,24/02/2026,00000475.80,00000475.80,00000464.60,00000466.45,000000000414050,       75770598.75,           161700,              132,              128
FUTSTK    ,SONACOMS  ,30/03/2026,00000476.55,00000478.00,00000468.35,00000469.15,000000000044100,       21406078.75,            45325,              037,              031
FUTSTK    ,SRF       ,27/01/2026,00003104.30,00003104.30,00003038.60,00003051.00,000000003557800,     2459870280.00,           804800,             4024,             2905
FUTSTK    ,SRF       ,24/02/2026,00003109.90,00003112.20,00003055.10,00003063.30,000000000045800,       34424260.00,            11200,              056,              056
FUTSTK    ,SRF       ,30/03/2026,00003109.80,00003109.80,00003080.00,00003085.00,000000000004800,        7434120.00,             2400,              012,              011
FUTSTK    ,SUNPHARMA ,27/01/2026,00001776.00,00001784.30,00001764.00,00001768.50,000000017108700,     4468538025.00,          2517900,             7194,             5834
FUTSTK    ,SUNPHARMA ,24/02/2026,00001775.00,00001784.50,00001765.60,00001768.60,000000000438900,      580380955.00,           327250,              935,              822
FUTSTK    ,SUNPHARMA ,30/03/2026,00001787.20,00001795.40,00001779.10,00001781.70,000000000038150,       31853885.00,            17850,              051,              051
FUTSTK    ,SUPREMEIND,27/01/2026,00003615.70,00003634.80,00003552.50,00003571.40,000000001877225,     1570536747.50,           436975,             2497,             2271
FUTSTK    ,SUPREMEIND,24/02/2026,00003637.90,00003641.80,00003566.70,00003583.60,000000000060550,       48439475.00,            13475,              077,              072
FUTSTK    ,SUZLON    ,27/01/2026,00000053.01,00000053.58,00000050.75,00000051.05,000000304684000,     3252671460.25,         62931325,             6973,             6023
FUTSTK    ,SUZLON    ,24/02/2026,00000053.57,00000053.85,00000051.09,00000051.28,000000028717550,      442926062.00,          8510575,              943,              770
FUTSTK    ,SUZLON    ,30/03/2026,00000053.45,00000053.45,00000051.48,00000051.63,000000001741825,       55208181.25,          1055925,              117,              115
FUTSTK    ,SWIGGY    ,27/01/2026,00000363.90,00000363.90,00000351.60,00000353.00,000000018499000,     2552850560.00,          7182500,             5525,             4744
FUTSTK    ,SWIGGY    ,24/02/2026,00000361.90,00000361.90,00000351.70,00000352.45,000000000391300,       97579820.00,           274300,              211,              202
FUTSTK    ,SWIGGY    ,30/03/2026,00000358.00,00000359.00,00000353.10,00000353.25,000000000180700,       16231605.00,            45500,              035,              034
FUTSTK    ,SYNGENE   ,27/01/2026,00000657.85,00000659.50,00000632.00,00000634.10,000000008749000,     2219738700.00,          3454000,             3454,             3118
FUTSTK    ,SYNGENE   ,24/02/2026,00000659.70,00000662.00,00000636.45,00000638.15,000000000230000,      124122850.00,           192000,              192,              188
FUTSTK    ,SYNGENE   ,30/03/2026,00000665.00,00000665.00,00000643.05,00000643.55,000000000042000,       10458300.00,            16000,              016,              016
FUTSTK    ,CAMS      ,27/01/2026,00000758.95,00000763.00,00000743.00,00000746.70,000000007334250,     1121035425.00,          1493250,             1991,             1801
FUTSTK    ,CAMS      ,24/02/2026,00000759.30,00000762.70,00000744.55,00000746.85,000000000510000,      103749037.50,           138000,              184,              170
FUTSTK    ,CAMS      ,30/03/2026,00000757.50,00000763.00,00000749.05,00000751.50,000000000023250,        6230925.00,             8250,              011,              010
FUTSTK    ,CANBK     ,27/01/2026,00000152.77,00000153.69,00000149.65,00000150.21,000000140656500,     5511143070.00,         36443250,             5399,             4521
FUTSTK    ,CANBK     ,24/02/2026,00000152.55,00000153.99,00000150.33,00000150.70,000000008093250,      525158775.00,          3462750,              513,              471
FUTSTK    ,CANBK     ,30/03/2026,00000153.40,00000154.51,00000151.20,00000151.36,000000001363500,       53568202.50,           351000,              052,              051
FUTSTK    ,CDSL      ,27/01/2026,00001483.00,00001486.40,00001435.60,00001438.90,000000010552125,     2949303025.00,          2028250,             4270,             3854
FUTSTK    ,CDSL      ,24/02/2026,00001481.30,00001492.00,00001442.30,00001445.30,000000000785650,      762587467.50,           521550,             1098,              851
FUTSTK    ,CDSL      ,30/03/2026,00001491.10,00001498.80,00001450.00,00001452.70,000000000076950,       77140285.00,            52725,              111,              103
FUTSTK    ,CGPOWER   ,27/01/2026,00000644.00,00000662.00,00000590.45,00000613.35,000000019542350,    11282407680.00,         17788800,            20928,            15955
FUTSTK    ,CGPOWER   ,24/02/2026,00000651.00,00000665.50,00000594.90,00000616.35,000000000618800,      573158442.50,           897600,             1056,              994
FUTSTK    ,CGPOWER   ,30/03/2026,00000655.00,00000667.90,00000603.65,00000617.30,000000000061200,       62517160.00,            97750,              115,              102
FUTSTK    ,CHOLAFIN  ,27/01/2026,00001782.50,00001796.00,00001744.10,00001762.80,000000011282500,     4944404375.00,          2806250,             4490,             4033
FUTSTK    ,CHOLAFIN  ,24/02/2026,00001794.40,00001794.40,00001750.00,00001765.00,000000000190625,      119212875.00,            67500,              108,              102
FUTSTK    ,CHOLAFIN  ,30/03/2026,00001801.40,00001801.40,00001760.00,00001771.00,000000000025000,       18848937.50,            10625,              017,              017
FUTSTK    ,CIPLA     ,27/01/2026,00001468.90,00001472.40,00001460.60,00001464.20,000000013590750,     2836741425.00,          1935000,             5160,             4637
FUTSTK    ,CIPLA     ,24/02/2026,00001473.10,00001481.50,00001469.30,00001473.20,000000000366375,      167626237.50,           113625,              303,              295
FUTSTK    ,CIPLA     ,30/03/2026,00001484.00,00001489.50,00001480.00,00001482.40,000000000084750,       44516250.00,            30000,              080,              077
FUTSTK    ,COALINDIA ,27/01/2026,00000432.75,00000434.10,00000425.00,00000426.50,000000048952350,     4203468067.50,          9814500,             7270,             6429
FUTSTK    ,COALINDIA ,24/02/2026,00000430.00,00000432.00,00000423.05,00000424.25,000000003626100,      575126730.00,          1348650,              999,              915
FUTSTK    ,COALINDIA ,30/03/2026,00000432.50,00000434.35,00000426.00,00000427.05,000000000411750,       74142607.50,           172800,              128,              123
FUTSTK    ,COFORGE   ,27/01/2026,00001704.00,00001711.50,00001648.20,00001650.80,000000016061250,     5288215912.50,          3164250,             8438,             7543
FUTSTK    ,COFORGE   ,24/02/2026,00001709.50,00001716.30,00001655.00,00001657.40,000000000603000,      357787387.50,           212625,              567,              517
FUTSTK    ,COFORGE   ,30/03/2026,00001722.70,00001722.80,00001664.00,00001664.60,000000000073500,       70447350.00,            41625,              111,              102
FUTSTK    ,COLPAL    ,27/01/2026,00002080.80,00002083.30,00002041.40,00002054.10,000000006774525,     2218303980.00,          1079550,             4798,             3498
FUTSTK    ,COLPAL    ,24/02/2026,00002086.60,00002092.10,00002051.00,00002062.30,000000000332775,      309664507.50,           150075,              667,              539
FUTSTK    ,COLPAL    ,30/03/2026,00002098.10,00002098.50,00002062.30,00002073.80,000000000050625,       42521490.00,            20475,              091,              090
FUTSTK    ,CONCOR    ,27/01/2026,00000532.00,00000535.25,00000515.75,00000518.65,000000031625000,     2228511500.00,          4252500,             3402,             3036
FUTSTK    ,CONCOR    ,24/02/2026,00000532.70,00000535.85,00000516.45,00000519.50,000000003178750,      479277750.00,           915000,              732,              621
FUTSTK    ,CONCOR    ,30/03/2026,00000538.35,00000538.75,00000522.00,00000523.50,000000000180000,       35023250.00,            66250,              053,              051
FUTSTK    ,CROMPTON  ,27/01/2026,00000263.30,00000266.35,00000257.45,00000258.00,000000053879400,     1226684970.00,          4710600,             2617,             2164
FUTSTK    ,CROMPTON  ,24/02/2026,00000265.55,00000267.50,00000258.95,00000259.65,000000002406600,      101159640.00,           385200,              214,              191
FUTSTK    ,CROMPTON  ,30/03/2026,00000269.00,00000269.00,00000260.75,00000261.20,000000000201600,       19939770.00,            75600,              042,              042
FUTSTK    ,CUMMINSIND,27/01/2026,00004177.20,00004249.00,00004110.70,00004138.40,000000003664800,     5226824460.00,          1253000,             6265,             5479
FUTSTK    ,CUMMINSIND,24/02/2026,00004197.70,00004246.10,00004118.60,00004147.20,000000000094600,      324971960.00,            78000,              390,              334
FUTSTK    ,CUMMINSIND,30/03/2026,00004259.00,00004272.00,00004146.00,00004179.60,000000000016000,       15164040.00,             3600,              018,              017
FUTSTK    ,HAVELLS   ,27/01/2026,00001500.90,00001503.10,00001471.00,00001483.90,000000008524000,     4892827150.00,          3293500,             6587,             5241
FUTSTK    ,HAVELLS   ,24/02/2026,00001504.40,00001507.40,00001476.10,00001490.50,000000000201000,      165347900.00,           111000,              222,              190
FUTSTK    ,HAVELLS   ,30/03/2026,00001513.40,00001513.40,00001489.00,00001496.50,000000000023000,       13491650.00,             9000,              018,              014
FUTSTK    ,HCLTECH   ,27/01/2026,00001648.00,00001652.20,00001627.10,00001642.10,000000018532850,     7533689800.00,          4585700,            13102,            10320
FUTSTK    ,HCLTECH   ,24/02/2026,00001657.50,00001661.90,00001637.00,00001652.00,000000000304500,      381424155.00,           231000,              660,              616
FUTSTK    ,HCLTECH   ,30/03/2026,00001660.00,00001670.50,00001650.40,00001663.90,000000000045850,       60522980.00,            36400,              104,              095
FUTSTK    ,HDFCAMC   ,27/01/2026,00002638.40,00002638.40,00002579.60,00002593.00,000000006594000,     2305478280.00,           887100,             2957,             2747
FUTSTK    ,HDFCAMC   ,24/02/2026,00002645.60,00002649.00,00002596.00,00002604.80,000000000155700,      212269590.00,            81300,              271,              254
FUTSTK    ,HDFCAMC   ,30/03/2026,00002626.00,00002630.40,00002615.90,00002615.90,000000000009000,       18084660.00,             6900,              023,              023
FUTSTK    ,HDFCBANK  ,27/01/2026,00000946.00,00000956.20,00000944.15,00000950.65,000000216124150,    23070874667.50,         24246750,            44085,            35078
FUTSTK    ,HDFCBANK  ,24/02/2026,00000951.00,00000962.00,00000951.00,00000956.05,000000008832450,     2410680167.50,          2519000,             4580,             4435
