INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,HEROMOTOCO,27/01/2026,00005968.00,00006080.00,00005954.50,00006016.50,000000005617800,     6117087150.00,          1014900,             6766,             5871
FUTSTK    ,HEROMOTOCO,24/02/2026,00005955.00,00006055.00,00005939.50,00005998.00,000000000090000,      233332950.00,            38850,              259,              251
FUTSTK    ,HEROMOTOCO,30/03/2026,00005989.50,00006085.50,00005989.50,00006036.00,000000000013200,       34452600.00,             5700,              038,              035
FUTSTK    ,KEI       ,27/01/2026,00004542.00,00004574.50,00004505.00,00004539.40,000000000882000,      872979030.00,           192325,             1099,             1034
FUTSTK    ,KEI       ,24/02/2026,00004524.00,00004579.90,00004516.00,00004545.80,000000000008225,       12716130.00,             2800,              016,              016
FUTSTK    ,MCX       ,27/01/2026,00002230.00,00002238.00,00002189.00,00002210.00,000000014395625,     7683623750.00,          3470625,             5553,             4566
FUTSTK    ,MCX       ,24/02/2026,00002238.00,00002265.00,00002205.00,00002223.00,000000000521250,      452291250.00,           203125,              325,              303
FUTSTK    ,MCX       ,30/03/2026,00002256.00,00002262.00,00002224.00,00002237.00,000000000115000,      103703750.00,            46250,              074,              072
FUTSTK    ,SOLARINDS ,27/01/2026,00012312.00,00012977.00,00012312.00,00012789.00,000000001095050,     3141910950.00,           245950,             4919,             4149
FUTSTK    ,SOLARINDS ,24/02/2026,00012390.00,00013050.00,00012390.00,00012863.00,000000000066950,      271745000.00,            21150,              423,              395
FUTSTK    ,SOLARINDS ,30/03/2026,00012562.00,00013113.00,00012562.00,00012955.00,000000000009500,       91470550.00,             7050,              141,              131
FUTSTK    ,TCS       ,27/01/2026,00003250.00,00003255.40,00003194.10,00003217.30,000000020034700,     9981713945.00,          3099425,            17711,            14351
FUTSTK    ,TCS       ,24/02/2026,00003271.80,00003271.80,00003213.40,00003236.10,000000000577500,      938039147.50,           289800,             1656,             1206
FUTSTK    ,TCS       ,30/03/2026,00003284.00,00003284.00,00003237.60,00003256.40,000000000058100,      121445082.50,            37275,              213,              192
FUTIDX    ,NIFTYNXT50,27/01/2026,00070669.00,00070814.80,00070305.00,00070633.60,000000000021150,      255960560.00,             3625,              145,              136
FUTIDX    ,NIFTYNXT50,24/02/2026,00070931.20,00071172.40,00070850.00,00071012.40,000000000001200,       35499505.00,              500,              020,              019
FUTSTK    ,ABB       ,27/01/2026,00005244.00,00005265.00,00005144.50,00005183.50,000000002131375,     1168903187.50,           224750,             1798,             1614
FUTSTK    ,ABB       ,24/02/2026,00005262.50,00005280.00,00005170.00,00005197.50,000000000071875,      104236500.00,            20000,              160,              153
FUTSTK    ,ABB       ,30/03/2026,00005270.00,00005290.50,00005190.00,00005221.00,000000000004125,       13104000.00,             2500,              020,              020
FUTSTK    ,ANGELONE  ,27/01/2026,00002380.00,00002433.30,00002368.80,00002406.60,000000003841250,     2843747725.00,          1183500,             4734,             4129
FUTSTK    ,ANGELONE  ,24/02/2026,00002371.60,00002419.30,00002359.20,00002397.80,000000000245000,      258692675.00,           108250,              433,              420
FUTSTK    ,ANGELONE  ,30/03/2026,00002370.00,00002405.00,00002355.00,00002396.80,000000000012750,       25612875.00,            10750,              043,              040
FUTSTK    ,BAJAJ-AUTO,27/01/2026,00009521.00,00009703.50,00009491.50,00009519.50,000000003500325,     4500235125.00,           470100,             6268,             5601
FUTSTK    ,BAJAJ-AUTO,24/02/2026,00009556.00,00009736.00,00009528.00,00009556.50,000000000049200,      347876437.50,            36150,              482,              388
FUTSTK    ,BAJAJ-AUTO,30/03/2026,00009606.50,00009750.00,00009564.50,00009582.50,000000000009450,       79732800.00,             8250,              110,              101
FUTSTK    ,BOSCHLTD  ,27/01/2026,00039215.00,00039745.00,00038980.00,00039295.00,000000000192525,     2651036125.00,            67325,             2693,             2322
FUTSTK    ,BOSCHLTD  ,24/02/2026,00039365.00,00039775.00,00039075.00,00039355.00,000000000003550,       69942250.00,             1775,              071,              071
FUTSTK    ,BOSCHLTD  ,30/03/2026,00039700.00,00039790.00,00039290.00,00039500.00,000000000000550,       10866000.00,              275,              011,              011
FUTSTK    ,BSE       ,27/01/2026,00002684.00,00002716.90,00002625.10,00002686.80,000000011957625,    10130081850.00,          3783375,            10089,             8658
FUTSTK    ,BSE       ,24/02/2026,00002698.40,00002732.80,00002645.00,00002701.40,000000000516750,      603692212.50,           224625,              599,              539
FUTSTK    ,BSE       ,30/03/2026,00002702.20,00002745.00,00002660.00,00002715.60,000000000028500,      136744350.00,            50625,              135,              124
FUTSTK    ,MARUTI    ,27/01/2026,00017084.00,00017421.00,00017031.00,00017212.00,000000002894400,     8014597750.00,           464500,             9290,             7775
FUTSTK    ,MARUTI    ,24/02/2026,00017163.00,00017515.00,00017137.00,00017314.00,000000000043300,      333322300.00,            19200,              384,              367
FUTSTK    ,MARUTI    ,30/03/2026,00017250.00,00017600.00,00017250.00,00017409.00,000000000005000,      112509150.00,             6450,              129,              118
FUTSTK    ,RELIANCE  ,27/01/2026,00001601.90,00001617.20,00001579.30,00001581.80,000000096493500,    19845028100.00,         12426000,            24852,            19172
FUTSTK    ,RELIANCE  ,24/02/2026,00001610.10,00001626.00,00001588.70,00001591.30,000000002059000,     1136655050.00,           707500,             1415,             1245
FUTSTK    ,RELIANCE  ,30/03/2026,00001620.00,00001637.30,00001598.00,00001602.00,000000000258000,      336923250.00,           208500,              417,              387
FUTSTK    ,TRENT     ,27/01/2026,00004420.00,00004482.00,00004379.30,00004447.90,000000007950800,     6383390330.00,          1438200,            14382,            12309
FUTSTK    ,TRENT     ,24/02/2026,00004440.00,00004505.50,00004404.50,00004476.90,000000000253700,      254998750.00,            57200,              572,              513
FUTSTK    ,TRENT     ,30/03/2026,00004475.00,00004526.40,00004438.90,00004499.10,000000000019900,       43007770.00,             9600,              096,              084
FUTSTK    ,GAIL      ,27/01/2026,00000176.94,00000176.94,00000173.02,00000173.59,000000079121700,     1791663205.50,         10256400,             3256,             2619
FUTSTK    ,GAIL      ,24/02/2026,00000176.54,00000177.90,00000174.17,00000174.73,000000003105900,      109723068.00,           623700,              198,              164
FUTSTK    ,GAIL      ,30/03/2026,00000178.76,00000178.90,00000175.30,00000175.50,000000000141750,       16163311.50,            91350,              029,              029
FUTSTK    ,GLENMARK  ,27/01/2026,00002078.90,00002098.00,00002039.50,00002045.70,000000011524875,     2801845275.00,          1356375,             3617,             2877
FUTSTK    ,GLENMARK  ,24/02/2026,00002084.80,00002107.90,00002052.70,00002054.90,000000000043500,       68800200.00,            33000,              088,              081
FUTSTK    ,GLENMARK  ,30/03/2026,00002102.60,00002102.60,00002074.40,00002074.40,000000000006750,        6274050.00,             3000,              008,              008
FUTSTK    ,GMRAIRPORT,27/01/2026,00000107.15,00000108.35,00000105.05,00000106.06,000000162643050,     3068709909.75,         28827675,             4133,             3268
FUTSTK    ,GMRAIRPORT,24/02/2026,00000107.07,00000109.00,00000105.70,00000106.69,000000003766500,      205701259.50,          1918125,              275,              247
FUTSTK    ,GMRAIRPORT,30/03/2026,00000109.05,00000109.52,00000106.89,00000107.25,000000000404550,       30199448.25,           279000,              040,              035
FUTSTK    ,GODREJCP  ,27/01/2026,00001235.70,00001252.00,00001230.90,00001248.60,000000009468000,     1326486150.00,          1065500,             2131,             1890
FUTSTK    ,GODREJCP  ,24/02/2026,00001240.50,00001252.90,00001236.10,00001251.00,000000000036500,       22450850.00,            18000,              036,              036
FUTSTK    ,GODREJPROP,27/01/2026,00002081.90,00002139.70,00002068.10,00002135.60,000000008534350,    11768700267.50,          5578650,            20286,            14874
FUTSTK    ,GODREJPROP,24/02/2026,00002095.00,00002151.10,00002075.70,00002147.60,000000000169400,     2622644585.00,          1236125,             4495,             3276
FUTSTK    ,GODREJPROP,30/03/2026,00002098.60,00002161.90,00002094.90,00002159.20,000000000015400,       77896802.50,            36575,              133,              130
FUTSTK    ,GRASIM    ,27/01/2026,00002894.00,00002909.00,00002857.20,00002863.50,000000015894750,     4224033225.00,          1463500,             5854,             4563
FUTSTK    ,GRASIM    ,24/02/2026,00002895.00,00002925.00,00002875.80,00002880.60,000000000052000,       61736250.00,            21250,              085,              083
FUTSTK    ,GRASIM    ,30/03/2026,00002926.00,00002939.00,00002922.30,00002925.50,000000000006750,        6593900.00,             2250,              009,              009
FUTSTK    ,LAURUSLABS,27/01/2026,00001111.00,00001119.00,00001103.60,00001109.20,000000015554150,     2332447940.00,          2097800,             2468,             1995
FUTSTK    ,LAURUSLABS,24/02/2026,00001115.70,00001125.20,00001111.10,00001115.60,000000000782000,      150116545.00,           134300,              158,              144
FUTSTK    ,LAURUSLABS,30/03/2026,00001124.60,00001132.00,00001122.40,00001122.40,000000000036550,       11486560.00,            10200,              012,              012
FUTSTK    ,LICHSGFIN ,27/01/2026,00000548.95,00000549.80,00000540.15,00000541.50,000000032572000,     1103596750.00,          2030000,             2030,             1700
FUTSTK    ,LICHSGFIN ,24/02/2026,00000551.35,00000553.00,00000543.55,00000545.20,000000000821000,       85905350.00,           157000,              157,              136
FUTSTK    ,LICHSGFIN ,30/03/2026,00000553.50,00000553.50,00000547.10,00000548.10,000000000032000,        6605550.00,            12000,              012,              012
FUTSTK    ,LICI      ,27/01/2026,00000867.00,00000867.25,00000848.10,00000850.90,000000010724000,     1973027000.00,          2306500,             3295,             2970
FUTSTK    ,LICI      ,24/02/2026,00000869.00,00000870.60,00000852.40,00000855.20,000000000846300,      150344075.00,           175000,              250,              235
FUTSTK    ,LICI      ,30/03/2026,00000874.60,00000874.60,00000857.50,00000860.45,000000000035700,       25364150.00,            29400,              042,              038
FUTSTK    ,LODHA     ,27/01/2026,00001093.10,00001133.60,00001092.40,00001124.30,000000012780000,     3127221855.00,          2789100,             6198,             5317
FUTSTK    ,LODHA     ,24/02/2026,00001102.10,00001139.10,00001099.20,00001130.90,000000000214650,      168013620.00,           148950,              331,              301
FUTSTK    ,LODHA     ,30/03/2026,00001127.00,00001144.00,00001127.00,00001137.50,000000000009900,       15314310.00,            13500,              030,              028
FUTSTK    ,LT        ,27/01/2026,00004185.00,00004214.20,00004152.10,00004161.70,000000013339900,     4543784875.00,          1086225,             6207,             5284
FUTSTK    ,LT        ,24/02/2026,00004221.00,00004239.40,00004176.00,00004187.40,000000000225925,      186404907.50,            44275,              253,              245
FUTSTK    ,LT        ,30/03/2026,00004238.00,00004261.00,00004211.00,00004214.10,000000000023450,       34867717.50,             8225,              047,              047
FUTSTK    ,LTF       ,27/01/2026,00000319.50,00000323.35,00000316.90,00000321.90,000000040041000,     2572477875.00,          8028000,             3568,             3148
FUTSTK    ,LTF       ,24/02/2026,00000320.20,00000324.00,00000317.40,00000323.05,000000000796500,       96705787.50,           301500,              134,              115
FUTSTK    ,LTF       ,30/03/2026,00000320.00,00000322.20,00000319.65,00000322.15,000000000171000,        6499462.50,            20250,              009,              009
FUTSTK    ,LTIM      ,27/01/2026,00006102.50,00006184.00,00006037.00,00006091.00,000000002197500,     4219442475.00,           690900,             4606,             4235
FUTSTK    ,LTIM      ,24/02/2026,00006146.50,00006190.00,00006078.00,00006113.50,000000000018450,       60739275.00,             9900,              066,              062
FUTSTK    ,LTIM      ,30/03/2026,00006162.50,00006193.00,00006130.00,00006132.00,000000000002700,       11086800.00,             1800,              012,              011
FUTSTK    ,LUPIN     ,27/01/2026,00002120.00,00002120.00,00002082.80,00002089.40,000000007040975,     1877647917.50,           894200,             2104,             1860
FUTSTK    ,LUPIN     ,24/02/2026,00002128.50,00002129.50,00002096.00,00002103.80,000000000086275,       78018057.50,            36975,              087,              077
FUTSTK    ,LUPIN     ,30/03/2026,00002120.00,00002120.00,00002110.50,00002113.50,000000000003825,        7187515.00,             3400,              008,              008
FUTSTK    ,SAIL      ,27/01/2026,00000147.30,00000151.70,00000147.02,00000151.22,000000191839900,      622673390.00,          4154800,              884,              833
FUTSTK    ,SAIL      ,24/02/2026,00000147.99,00000151.96,00000147.99,00000151.61,000000006204000,       19729237.00,           131600,              028,              028
FUTSTK    ,SAIL      ,30/03/2026,00000149.82,00000152.94,00000149.70,00000152.06,000000000705000,        9246733.00,            61100,              013,              013
FUTSTK    ,SAMMAANCAP,27/01/2026,00000149.45,00000153.50,00000147.94,00000152.48,000000118920800,     5310458333.00,         35079400,             8158,             6547
FUTSTK    ,SAMMAANCAP,24/02/2026,00000150.58,00000154.29,00000148.93,00000153.39,000000006948800,      569068149.00,          3741000,              870,              679
FUTSTK    ,SAMMAANCAP,30/03/2026,00000150.00,00000155.45,00000149.99,00000154.85,000000000438600,       54331102.00,           356900,              083,              067
FUTSTK    ,SBICARD   ,27/01/2026,00000871.35,00000880.50,00000870.20,00000877.30,000000015564800,     1379846000.00,          1575200,             1969,             1715
FUTSTK    ,SBICARD   ,24/02/2026,00000867.60,00000876.00,00000866.50,00000873.15,000000000475200,      131035600.00,           150400,              188,              184
FUTSTK    ,SBICARD   ,30/03/2026,00000866.00,00000875.00,00000866.00,00000873.55,000000000065600,       51545000.00,            59200,              074,              067
FUTSTK    ,SBILIFE   ,27/01/2026,00002080.50,00002104.00,00002078.10,00002084.20,000000008400750,     1718996212.50,           822750,             2194,             2050
FUTSTK    ,SBILIFE   ,24/02/2026,00002090.60,00002114.80,00002090.60,00002096.20,000000000126375,       40981462.50,            19500,              052,              052
FUTSTK    ,SBILIFE   ,30/03/2026,00002118.20,00002121.70,00002105.00,00002105.00,000000000013875,        7144425.00,             3375,              009,              009
FUTSTK    ,SBIN      ,27/01/2026,00001010.80,00001019.80,00001002.85,00001007.80,000000076989750,    18389033625.00,         18182250,            24243,            20164
FUTSTK    ,SBIN      ,24/02/2026,00001015.65,00001025.00,00001009.00,00001014.30,000000001596750,      965477287.50,           948000,             1264,             1028
FUTSTK    ,SBIN      ,30/03/2026,00001024.00,00001031.55,00001015.95,00001020.00,000000000188250,      190829700.00,           186000,              248,              228
FUTSTK    ,SHREECEM  ,27/01/2026,00027105.00,00027740.00,00027105.00,00027710.00,000000000259300,     1542538875.00,            55925,             2237,             1947
FUTSTK    ,SHREECEM  ,24/02/2026,00027310.00,00027840.00,00027310.00,00027830.00,000000000003325,       31059750.00,             1125,              045,              042
FUTSTK    ,SHREECEM  ,30/03/2026,00027680.00,00027900.00,00027670.00,00027900.00,000000000000100,        4159875.00,              150,              006,              006
FUTSTK    ,SHRIRAMFIN,27/01/2026,00001013.35,00001017.00,00001000.10,00001006.95,000000044969100,     5831128132.50,          5789850,             7018,             6143
FUTSTK    ,SHRIRAMFIN,24/02/2026,00001014.55,00001021.00,00001003.50,00001010.65,000000002775300,      420166312.50,           415800,              504,              463
FUTSTK    ,SHRIRAMFIN,30/03/2026,00001022.10,00001026.40,00001010.00,00001016.40,000000000162525,       66269445.00,            65175,              079,              076
FUTSTK    ,SIEMENS   ,27/01/2026,00003113.00,00003142.20,00003084.10,00003096.40,000000002512475,     1212867950.00,           389900,             2228,             1917
FUTSTK    ,SIEMENS   ,24/02/2026,00003126.70,00003150.00,00003101.00,00003109.00,000000000089600,       44262400.00,            14175,              081,              078
FUTSTK    ,SIEMENS   ,30/03/2026,00003160.80,00003160.80,00003116.50,00003124.00,000000000005250,        8793750.00,             2800,              016,              015
FUTSTK    ,SONACOMS  ,27/01/2026,00000490.50,00000491.70,00000480.15,00000482.15,000000014692650,      617401041.25,          1272775,             1039,              971
FUTSTK    ,SONACOMS  ,24/02/2026,00000491.00,00000493.65,00000482.00,00000483.60,000000000295225,       37570811.25,            77175,              063,              061
FUTSTK    ,SONACOMS  ,30/03/2026,00000489.95,00000496.00,00000485.60,00000485.60,000000000015925,        4209896.25,             8575,              007,              007
FUTSTK    ,SRF       ,27/01/2026,00003065.70,00003106.80,00003065.70,00003100.30,000000003621800,     2325051520.00,           751400,             3757,             2674
FUTSTK    ,SRF       ,24/02/2026,00003082.60,00003120.00,00003082.60,00003117.10,000000000042800,       26677700.00,             8600,              043,              043
FUTSTK    ,SRF       ,30/03/2026,00003124.40,00003137.00,00003124.40,00003134.00,000000000003000,        3132080.00,             1000,              005,              005
FUTSTK    ,SUNPHARMA ,27/01/2026,00001740.00,00001751.90,00001731.50,00001737.10,000000016621850,     2187536505.00,          1255450,             3587,             3236
FUTSTK    ,SUNPHARMA ,24/02/2026,00001739.20,00001752.80,00001733.30,00001735.90,000000000181650,      123818660.00,            71050,              203,              189
FUTSTK    ,SUNPHARMA ,30/03/2026,00001749.50,00001761.40,00001747.20,00001747.20,000000000020650,       15362620.00,             8750,              025,              022
FUTSTK    ,SUPREMEIND,27/01/2026,00003540.00,00003624.00,00003522.40,00003595.40,000000001913800,     2352737012.50,           654150,             3738,             3281
FUTSTK    ,SUPREMEIND,24/02/2026,00003582.60,00003640.80,00003582.60,00003606.30,000000000063875,      107953650.00,            29925,              171,              151
FUTSTK    ,SUPREMEIND,30/03/2026,00003615.00,00003653.30,00003614.60,00003628.00,000000000004550,        7629895.00,             2100,              012,              012
FUTSTK    ,SUZLON    ,27/01/2026,00000054.55,00000054.79,00000053.47,00000053.83,000000285677350,     1578290195.00,         29222950,             3238,             2801
FUTSTK    ,SUZLON    ,24/02/2026,00000054.93,00000055.10,00000053.80,00000054.11,000000015035650,      124710879.50,          2292350,              254,              236
FUTSTK    ,SUZLON    ,30/03/2026,00000055.34,00000055.40,00000054.16,00000054.44,000000000812250,       28241300.75,           514425,              057,              057
FUTSTK    ,SWIGGY    ,27/01/2026,00000387.10,00000391.00,00000378.10,00000379.85,000000008626800,     1347569275.00,          3534700,             2719,             2496
FUTSTK    ,SWIGGY    ,24/02/2026,00000391.55,00000391.55,00000378.75,00000378.95,000000000078000,       46758595.00,           122200,              094,              088
FUTSTK    ,SWIGGY    ,30/03/2026,00000389.70,00000389.70,00000380.55,00000381.30,000000000039000,        8993400.00,            23400,              018,              018
FUTSTK    ,SYNGENE   ,27/01/2026,00000658.05,00000666.80,00000655.95,00000658.65,000000007728000,      669648600.00,          1012000,             1012,              950
FUTSTK    ,SYNGENE   ,24/02/2026,00000664.00,00000669.10,00000659.60,00000662.90,000000000093000,       29974150.00,            45000,              045,              040
FUTSTK    ,SYNGENE   ,30/03/2026,00000673.80,00000673.85,00000666.15,00000666.15,000000000012000,        4693150.00,             7000,              007,              006
FUTSTK    ,CAMS      ,27/01/2026,00000759.10,00000760.90,00000748.25,00000754.05,000000007204500,      836586712.50,          1108500,             1478,             1403
FUTSTK    ,CAMS      ,24/02/2026,00000759.95,00000760.70,00000750.00,00000755.25,000000000412500,       95861212.50,           126750,              169,              156
FUTSTK    ,CAMS      ,30/03/2026,00000760.75,00000760.75,00000755.00,00000759.40,000000000015000,        6262650.00,             8250,              011,              008
FUTSTK    ,CANBK     ,27/01/2026,00000157.40,00000158.12,00000154.20,00000155.03,000000145314000,     6479517105.00,         41559750,             6157,             5506
FUTSTK    ,CANBK     ,24/02/2026,00000157.82,00000158.59,00000154.74,00000155.46,000000007047000,      472957785.00,          3024000,              448,              419
FUTSTK    ,CANBK     ,30/03/2026,00000157.98,00000158.88,00000155.74,00000156.15,000000001039500,       43517520.00,           276750,              041,              040
FUTSTK    ,CDSL      ,27/01/2026,00001470.00,00001486.00,00001458.50,00001476.20,000000010147425,     3309436197.50,          2246750,             4730,             4138
FUTSTK    ,CDSL      ,24/02/2026,00001477.40,00001492.70,00001466.00,00001482.60,000000000658350,      280378487.50,           189525,              399,              379
FUTSTK    ,CDSL      ,30/03/2026,00001489.90,00001498.00,00001475.00,00001491.10,000000000036575,       30425460.00,            20425,              043,              041
FUTSTK    ,CGPOWER   ,27/01/2026,00000656.10,00000656.25,00000642.40,00000647.90,000000015156350,     1109444905.00,          1713600,             2016,             1813
FUTSTK    ,CGPOWER   ,24/02/2026,00000659.20,00000659.20,00000646.95,00000651.70,000000000471750,      105017627.50,           161500,              190,              183
FUTSTK    ,CGPOWER   ,30/03/2026,00000660.10,00000660.10,00000651.00,00000655.60,000000000029750,       20004367.50,            30600,              036,              036
FUTSTK    ,CHOLAFIN  ,27/01/2026,00001793.00,00001793.50,00001770.20,00001782.00,000000011458125,     2697660937.50,          1515000,             2424,             2187
FUTSTK    ,CHOLAFIN  ,24/02/2026,00001779.10,00001790.00,00001772.00,00001782.80,000000000181250,      103427625.00,            58125,              093,              090
FUTSTK    ,CHOLAFIN  ,30/03/2026,00001786.00,00001789.50,00001775.00,00001775.00,000000000013125,        8912937.50,             5000,              008,              008
FUTSTK    ,CIPLA     ,27/01/2026,00001516.90,00001533.70,00001515.40,00001523.60,000000011947125,     1931376825.00,          1265250,             3374,             3154
FUTSTK    ,CIPLA     ,24/02/2026,00001527.50,00001541.90,00001525.10,00001532.80,000000000127500,       62216100.00,            40500,              108,              102
FUTSTK    ,CIPLA     ,30/03/2026,00001548.10,00001551.00,00001542.00,00001542.00,000000000017250,        4061062.50,             2625,              007,              007
FUTSTK    ,COALINDIA ,27/01/2026,00000432.00,00000437.50,00000424.20,00000428.25,000000053947350,     9594276997.50,         22369500,            16570,            13939
FUTSTK    ,COALINDIA ,24/02/2026,00000430.05,00000435.75,00000422.35,00000426.05,000000002974050,      672716610.00,          1576800,             1168,             1089
FUTSTK    ,COALINDIA ,30/03/2026,00000435.00,00000436.65,00000424.95,00000428.95,000000000318600,      135587925.00,           315900,              234,              213
FUTSTK    ,COFORGE   ,27/01/2026,00001665.00,00001669.10,00001634.20,00001646.20,000000017301750,     4593689100.00,          2787375,             7433,             6504
FUTSTK    ,COFORGE   ,24/02/2026,00001665.20,00001667.00,00001641.00,00001652.90,000000000532500,      221965875.00,           134250,              358,              333
FUTSTK    ,COFORGE   ,30/03/2026,00001665.30,00001673.90,00001648.00,00001660.50,000000000034500,       41126625.00,            24750,              066,              060
FUTSTK    ,COLPAL    ,27/01/2026,00002102.30,00002118.00,00002093.30,00002103.80,000000006301350,     1159397640.00,           550350,             2446,             1927
FUTSTK    ,COLPAL    ,24/02/2026,00002103.90,00002127.00,00002103.90,00002114.30,000000000243450,       65761312.50,            31050,              138,              127
FUTSTK    ,COLPAL    ,30/03/2026,00002120.00,00002137.00,00002120.00,00002127.80,000000000018900,       19656472.50,             9225,              041,              039
FUTSTK    ,CONCOR    ,27/01/2026,00000536.00,00000536.00,00000525.30,00000529.70,000000033753750,     1542905187.50,          2913750,             2331,             2092
FUTSTK    ,CONCOR    ,24/02/2026,00000536.80,00000537.25,00000525.95,00000529.85,000000002598750,      285468812.50,           538750,              431,              326
FUTSTK    ,CONCOR    ,30/03/2026,00000536.85,00000536.85,00000529.55,00000532.75,000000000101250,       19289750.00,            36250,              029,              029
FUTSTK    ,CROMPTON  ,27/01/2026,00000253.05,00000261.80,00000252.00,00000260.90,000000054055800,     2479628430.00,          9608400,             5338,             4299
FUTSTK    ,CROMPTON  ,24/02/2026,00000255.20,00000263.15,00000253.45,00000262.40,000000002439000,      287673750.00,          1114200,              619,              519
FUTSTK    ,CROMPTON  ,30/03/2026,00000256.90,00000264.05,00000255.30,00000264.00,000000000127800,       25395750.00,            97200,              054,              048
FUTSTK    ,CUMMINSIND,27/01/2026,00004530.00,00004538.60,00004297.70,00004318.90,000000003280000,     5602375780.00,          1277400,             6387,             5365
FUTSTK    ,CUMMINSIND,24/02/2026,00004530.00,00004532.80,00004309.00,00004327.80,000000000043200,      192731780.00,            43800,              219,              209
FUTSTK    ,CUMMINSIND,30/03/2026,00004510.00,00004510.00,00004330.00,00004344.10,000000000003200,       13976120.00,             3200,              016,              016
FUTSTK    ,HAVELLS   ,27/01/2026,00001443.60,00001467.50,00001439.10,00001457.90,000000007535500,     1828669850.00,          1255000,             2510,             2215
FUTSTK    ,HAVELLS   ,24/02/2026,00001448.80,00001472.00,00001445.00,00001464.00,000000000219000,       81237850.00,            55500,              111,              107
FUTSTK    ,HAVELLS   ,30/03/2026,00001470.50,00001479.50,00001466.30,00001470.00,000000000013000,       15485700.00,            10500,              021,              018
FUTSTK    ,HCLTECH   ,27/01/2026,00001622.30,00001628.80,00001569.00,00001593.80,000000016305800,     6241453435.00,          3924900,            11214,             9696
FUTSTK    ,HCLTECH   ,24/02/2026,00001634.20,00001636.60,00001579.00,00001602.00,000000000234500,      238492415.00,           149100,              426,              387
FUTSTK    ,HCLTECH   ,30/03/2026,00001638.00,00001638.00,00001590.70,00001615.50,000000000029750,       62560400.00,            38850,              111,              101
FUTSTK    ,HDFCAMC   ,27/01/2026,00002681.00,00002702.00,00002651.90,00002675.00,000000006157200,     2462502870.00,           918600,             3062,             2820
FUTSTK    ,HDFCAMC   ,24/02/2026,00002700.60,00002716.70,00002675.00,00002689.70,000000000090000,       95503950.00,            35400,              118,              112
FUTSTK    ,HDFCAMC   ,30/03/2026,00002703.20,00002720.00,00002703.20,00002720.00,000000000004500,        4881660.00,             1800,              006,              006
FUTSTK    ,HDFCBANK  ,27/01/2026,00001005.90,00001010.00,00000978.95,00000980.05,000000222622400,    34471283220.00,         34878800,            63416,            48128
FUTSTK    ,HDFCBANK  ,24/02/2026,00001011.00,00001011.00,00000984.90,00000985.75,000000003685000,     1415464765.00,          1424500,             2590,             2308
FUTSTK    ,HDFCBANK  ,30/03/2026,00001014.00,00001014.00,00000991.05,00000992.05,000000000540100,      412805910.00,           412500,              750,              694
