MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty Rural,     16344.25,     16338.50,     16347.75,     16204.70,     16247.85,0.00,0,Y, ,0,     16378.35,     12304.35
Y, , ,Nifty Shariah 25,      8498.45,      8490.85,      8541.30,      8470.45,      8517.65,0.00,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     26207.55,     26187.55,     26217.25,     25943.15,     26086.35,0.00,0,Y, ,0,     26459.70,     16828.35
Y, , ,Nifty50 Shariah,      4874.20,      4870.25,      4901.75,      4864.65,      4889.10,0.00,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     18215.90,     18211.90,     18266.35,     18178.10,     18244.65,0.00,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7238.85,      7239.80,      7285.70,      7230.15,      7273.35,0.00,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     19079.70,     19069.00,     19322.50,     19036.05,     19290.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     23501.85,     23497.30,     23544.25,     23409.50,     23474.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     32135.25,     32159.40,     32225.00,     32052.30,     32157.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,     10686.35,     10671.65,     10740.25,     10656.30,     10722.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     42199.15,     42233.70,     42502.60,     42166.50,     42440.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1631.75,      1631.40,      1636.10,      1628.05,      1632.95,0.00,0,Y, ,0,      1641.40,      1346.50
Y, , ,Nifty SME Emerge,     14253.75,     14255.30,     14278.05,     14211.15,     14233.65,0.00,0,Y, ,0,     17223.65,     11930.10
Y, , ,Nifty Internet,      1391.00,      1389.90,      1403.75,      1385.80,      1389.30,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     29048.15,     29069.20,     29347.40,     29002.90,     29294.05,0.00,0,Y, ,0,     31895.45,     25227.25
Y, , ,Nifty Waves,      2091.20,      2089.30,      2107.20,      2084.30,      2105.55,0.00,0,Y, ,0,      2789.80,      1885.85
Y, , ,Nifty InfraLog,     11523.50,     11510.40,     11523.40,     11447.65,     11492.55,0.00,0,Y, ,0,     11820.05,      9210.40
Y, , ,Nifty500 Health,     19089.50,     19089.55,     19297.10,     19016.30,     19164.60,0.00,0,Y, ,0,     19594.10,     16294.60
Y, , ,India VIX,10.0175,10.0175,10.2400,9.7450,9.9500,0,0,Y, ,0,23.1875,8.7200
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2259.10,      2265.00,      2284.00,      2243.00,      2274.10,               1200559135.40,529451,Y, ,28649,      2695.00,      2026.55
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1473.20,      1473.20,      1480.40,      1459.00,      1465.30,               3115945418.50,2124534,Y, ,42304,      1549.00,      1010.75
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      7348.00,      7349.00,      7488.00,      7315.00,      7447.50,               4211253212.50,567878,Y, ,56088,      8099.50,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2845.80,      2845.80,      2854.70,      2801.10,      2809.40,               1797299418.10,636748,Y, ,50131,      2985.70,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1293.80,      1293.00,      1299.00,      1284.00,      1295.50,               7020227655.90,5440002,Y, ,136276,      1304.60,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      9661.00,      9668.00,      9807.00,      9608.00,      9789.50,               3258628965.50,334802,Y, ,35565,      9807.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      2044.60,      2040.00,      2042.00,      2021.00,      2031.90,               1327150209.50,653557,Y, ,34005,      2195.00,      1617.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       977.35,       973.05,       976.45,       965.05,       968.80,               6827028959.90,7048491,Y, ,193229,      9788.00,       849.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       413.10,       413.10,       416.25,       409.55,       415.65,               3424128206.10,8279218,Y, ,129600,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      2105.30,      2095.60,      2103.80,      2077.00,      2084.20,               8697163031.20,4171371,Y, ,193447,      2174.50,      1559.50
N,EQ,CIPLA,CIPLA LTD,      1530.80,      1516.00,      1516.00,      1455.00,      1467.90,               7486000314.20,5076416,Y, ,163268,      1673.00,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       427.05,       426.95,       432.45,       423.65,       431.65,               3825811358.35,8920605,Y, ,117604,       436.70,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1256.20,      1252.60,      1265.00,      1240.00,      1242.80,               1516803433.00,1215477,Y, ,38856,      1405.90,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7522.50,      7523.00,      7597.00,      7490.00,      7582.50,               2877456276.00,380761,Y, ,56894,      7597.00,      4646.00
N,EQ,ETERNAL,ETERNAL LIMITED,       279.05,       277.00,       286.30,       276.55,       280.95,              10739885730.25,38184312,Y, ,242220,       368.45,       194.80
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2865.30,      2880.00,      2880.00,      2829.10,      2837.10,                817651164.20,287536,Y, ,17040,      2977.80,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1616.30,      1620.80,      1654.50,      1616.70,      1647.70,               6252915761.90,3816569,Y, ,119727,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,       962.20,       956.00,       956.45,       946.00,       949.05,              50245738779.65,52884712,Y, ,414168,      2037.70,       939.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       777.85,       778.00,       779.90,       769.50,       772.35,               1043396246.15,1349921,Y, ,39977,       820.75,       584.30
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       942.25,       951.05,       954.60,       935.10,       938.45,               6189674656.20,6555117,Y, ,160428,       970.80,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2424.70,      2416.00,      2421.90,      2382.00,      2399.40,               2144677262.60,892690,Y, ,56790,      2428.10,      2244.70
N,EQ,ICICIBANK,ICICI BANK LTD.,      1411.20,      1408.00,      1429.90,      1404.20,      1427.70,              22486967388.80,15813795,Y, ,263196,      1500.00,      1186.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      5002.50,      5010.00,      5045.00,      4919.00,      4951.00,               5735837108.50,1157501,Y, ,63746,      6232.50,      3945.00
N,EQ,INFY,INFOSYS LIMITED,      1612.20,      1615.00,      1642.00,      1615.00,      1639.00,               7362715155.00,4508079,Y, ,129457,      1982.80,      1307.00
N,EQ,ITC,ITC LTD,       342.45,       343.00,       344.55,       339.30,       341.25,              10061169190.15,29440734,Y, ,385259,       471.50,       337.75
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       298.55,       298.00,       306.00,       296.65,       303.50,               6192996946.75,20416851,Y, ,132871,       338.60,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1176.30,      1174.90,      1193.50,      1169.40,      1189.80,               1377401219.70,1161485,Y, ,37163,      1223.90,       880.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      2146.40,      2146.40,      2150.50,      2109.20,      2144.00,               4501071136.10,2112263,Y, ,88758,      2301.90,      1723.75
N,EQ,LT,LARSEN & TOUBRO LTD.,      4140.60,      4106.00,      4180.00,      4094.00,      4157.00,               5018748896.70,1213160,Y, ,100608,      4195.00,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3785.60,      3800.00,      3808.60,      3718.50,      3748.80,               3929860377.60,1046776,Y, ,88136,      3839.90,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     17292.00,     17230.00,     17249.00,     16524.00,     16809.00,               7207507067.00,427979,Y, ,78385,     17370.00,     11059.45
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,      1051.60,      1049.00,      1049.90,      1022.00,      1034.70,               4635961243.80,4484760,Y, ,138965,      1314.30,       940.05
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1319.90,      1312.50,      1332.70,      1304.20,      1314.80,                892728286.70,676669,Y, ,40780,      2515.00,      1084.70
N,EQ,NTPC,NTPC LTD,       350.80,       349.55,       351.35,       346.30,       348.85,               2493632911.85,7165806,Y, ,66191,       371.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       241.89,       240.21,       241.68,       238.16,       239.06,               1979679656.55,8253161,Y, ,115642,       273.50,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       268.55,       268.50,       268.95,       263.45,       264.10,               3938078170.80,14877056,Y, ,104230,       322.00,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1507.60,      1510.00,      1520.00,      1498.00,      1504.20,              16875253099.50,11199340,Y, ,302077,      1611.80,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      2095.80,      2090.00,      2109.60,      2065.00,      2070.80,               2226403170.40,1065734,Y, ,73142,      2109.60,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,      1018.90,      1022.70,      1022.70,      1004.00,      1007.15,               7974367341.70,7896720,Y, ,140422,      1024.00,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,      1002.65,       996.05,      1003.10,       990.25,       995.85,               4177161483.00,4191098,Y, ,78815,      3081.35,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1760.20,      1755.00,      1806.60,      1748.50,      1782.60,               5441474788.80,3059500,Y, ,88117,      1865.00,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1210.40,      1216.40,      1220.90,      1205.30,      1212.60,               1238611335.30,1021615,Y, ,51596,      1220.90,       926.05
N,EQ,TATASTEEL,TATA STEEL LIMITED,       186.20,       186.20,       186.65,       182.90,       183.80,               3359558960.10,18231588,Y, ,123638,       187.85,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3255.80,      3242.90,      3300.60,      3223.20,      3295.60,               6534592137.10,1989442,Y, ,87338,      4322.95,      2866.60
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1601.80,      1599.00,      1633.90,      1595.80,      1625.20,               2124938761.50,1309781,Y, ,50984,      1736.40,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      4111.80,      4225.00,      4312.10,      4202.00,      4273.20,              14947644025.70,3496340,Y, ,201910,      4312.10,      2925.00
N,EQ,TMPV,TATA MOTORS PASS VEH LTD,       368.90,       367.05,       367.25,       359.20,       363.35,               3866270094.60,10682229,Y, ,130101,       421.55,       337.70
