MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 100,     26781.80,     26748.95,     26772.50,     26439.70,     26462.60,0.00,0,Y, ,0,     26975.15,     22177.35
Y, , ,Nifty Midcap 50,     17534.35,     17530.65,     17536.15,     17199.30,     17215.45,0.00,0,Y, ,0,     17572.45,     13269.65
Y, , ,Nifty Realty,       909.80,       908.80,       920.00,       891.90,       894.25,0.00,0,Y, ,0,      1049.70,       765.80
Y, , ,Nifty Infra,      9563.20,      9551.80,      9560.35,      9368.25,      9383.35,0.00,0,Y, ,0,      9792.60,      7589.95
Y, , ,Nifty Energy,     35763.50,     35720.25,     35785.85,     34662.90,     34729.65,0.00,0,Y, ,0,     36938.90,     29313.20
Y, , ,Nifty FMCG,     53493.80,     53419.65,     53515.65,     52922.10,     53010.15,0.00,0,Y, ,0,     59302.55,     50199.35
Y, , ,Nifty MNC,     31015.30,     30972.75,     30985.55,     30478.80,     30517.15,0.00,0,Y, ,0,     31140.00,     23981.05
Y, , ,Nifty Pharma,     23286.25,     23260.25,     23260.25,     22927.30,     22962.55,0.00,0,Y, ,0,     23492.55,     19121.10
Y, , ,Nifty PSE,     10081.30,     10065.60,     10100.05,      9810.95,      9830.80,0.00,0,Y, ,0,     10225.55,      7956.45
Y, , ,Nifty PSU Bank,      8767.65,      8755.50,      8775.35,      8564.35,      8585.35,0.00,0,Y, ,0,      8856.85,      5530.35
Y, , ,Nifty Serv Sector,     33860.55,     33823.95,     33892.00,     33575.70,     33624.00,0.00,0,Y, ,0,     34216.65,     29070.85
Y, , ,Nifty Auto,     28692.40,     28639.25,     28662.00,     28357.60,     28414.95,0.00,0,Y, ,0,     29179.10,     19316.65
Y, , ,Nifty Metal,     11524.00,     11517.45,     11517.75,     11107.15,     11132.00,0.00,0,Y, ,0,     11652.70,      7690.20
Y, , ,Nifty Media,      1457.55,      1456.80,      1459.25,      1433.10,      1437.40,0.00,0,Y, ,0,      1809.75,      1344.40
Y, , ,NIFTY SMLCAP 100,     17958.50,     17972.70,     17997.25,     17560.75,     17601.05,0.00,0,Y, ,0,     19224.95,     14084.30
Y, , ,Nifty 200,     14615.85,     14600.80,     14611.70,     14408.25,     14421.05,0.00,0,Y, ,0,     14700.95,     11941.45
Y, , ,Nifty Div Opps 50,      6409.95,      6402.70,      6405.25,      6283.80,      6293.05,0.00,0,Y, ,0,      6429.55,      5288.60
Y, , ,Nifty Commodities,      9669.70,      9657.35,      9662.25,      9417.25,      9437.25,0.00,0,Y, ,0,      9786.80,      7502.95
Y, , ,Nifty Consumption,     12249.90,     12238.15,     12253.15,     12134.55,     12156.60,0.00,0,Y, ,0,     12716.20,     10090.65
Y, , ,Nifty Fin Service,     27853.35,     27823.65,     27896.95,     27592.70,     27672.60,0.00,0,Y, ,0,     28065.50,     22320.85
Y, , ,Nifty50 Div Point,       249.14,       249.14,       249.14,       249.14,       249.14,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Liq 15,      7507.65,      7510.20,      7511.05,      7426.70,      7438.95,0.00,0,Y, ,0,      7683.60,      5985.30
Y, , ,Nifty CPSE,      6572.00,      6558.85,      6595.80,      6453.75,      6469.65,0.00,0,Y, ,0,      6681.80,      5284.25
Y, , ,Nifty GrowSect 15,     12791.70,     12763.25,     12768.50,     12610.70,     12627.65,0.00,0,Y, ,0,     12852.45,      9722.65
Y, , ,Nifty50 PR 2x Lev,     14697.05,     14656.45,     14686.15,     14377.85,     14398.25,0.00,0,Y, ,0,     14993.40,     10678.25
Y, , ,Nifty50 PR 1x Inv,       200.15,       200.40,       202.30,       200.20,       202.20,0.00,0,Y, ,0,       232.40,       197.80
Y, , ,Nifty50 TR 2x Lev,     21992.05,     21931.30,     21975.70,     21514.40,     21544.90,0.00,0,Y, ,0,     22435.45,     15663.75
Y, , ,Nifty50 TR 1x Inv,       163.75,       164.00,       165.55,       163.80,       165.40,0.00,0,Y, ,0,       192.05,       161.80
Y, , ,Nifty50 Value 20,     13397.40,     13387.25,     13395.25,     13240.15,     13257.95,0.00,0,Y, ,0,     13477.90,     11375.50
Y, , ,Nifty Mid Liq 15,     16227.45,     16228.65,     16267.05,     15982.90,     16007.15,0.00,0,Y, ,0,     16755.80,     11541.70
Y, , ,Nifty Pvt Bank,     28880.85,     28826.45,     28903.40,     28674.75,     28774.90,0.00,0,Y, ,0,     29059.00,     23508.05
Y, , ,NIFTY100 Qualty30,      5969.65,      5964.35,      5967.00,      5881.90,      5887.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 8 13Yr,      2970.68,      2971.21,      2971.79,      2968.32,      2968.64,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr,      2614.49,      2614.96,      2615.72,      2611.24,      2612.21,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr Cln,       891.21,       891.21,       891.48,       889.92,       890.26,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 4 8Yr,      3224.69,      3225.26,      3225.60,      3223.64,      3223.81,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 11 15Yr,      3231.18,      3231.80,      3232.31,      3228.41,      3230.23,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 15YrPlus,      3473.82,      3474.52,      3475.77,      3467.08,      3467.08,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS Compsite,      3049.86,      3050.42,      3051.03,      3046.81,      3047.07,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY HEALTHCARE,     15015.40,     14985.85,     14986.05,     14792.55,     14808.55,0.00,0,Y, ,0,     15144.95,      6482.80
Y, , ,NIFTY CONSR DURBL,     38337.95,     38346.15,     38518.45,     37959.05,     38037.60,0.00,0,Y, ,0,     44426.55,     14089.55
Y, , ,NIFTY OIL AND GAS,     11920.90,     11887.50,     11897.70,     11562.20,     11582.35,0.00,0,Y, ,0,     13607.20,      4632.70
Y, , ,NIFTY500 MULTICAP,     16607.10,     16597.95,     16605.30,     16331.00,     16348.95,0.00,0,Y, ,0,     17112.15,      5531.55
Y, , ,NIFTY LARGEMID250,     17008.85,     16997.70,     17002.35,     16730.25,     16746.90,0.00,0,Y, ,0,     17095.20,      5635.20
Y, , ,NIFTY MID SELECT,     14053.40,     14049.25,     14054.20,     13739.20,     13759.60,0.00,0,Y, ,0,     14118.40,      5520.25
Y, , ,NIFTY TOTAL MKT,     13475.85,     13464.45,     13472.75,     13271.50,     13284.55,0.00,0,Y, ,0,     13842.60,      6252.10
Y, , ,NIFTY MICROCAP250,     22712.40,     22695.65,     22729.25,     22241.40,     22278.00,0.00,0,Y, ,0,     26476.90,      5802.95
Y, , ,NIFTY IND DIGITAL,      9497.00,      9501.05,      9513.35,      9334.35,      9349.15,0.00,0,Y, ,0,     10152.15,      4755.25
Y, , ,Nifty Tata 25 Cap,     15574.55,     15585.20,     15585.20,     15265.35,     15299.95,0.00,0,Y, ,0,     18764.95,      9887.45
Y, , ,Nifty MidSml Hlth,     45154.10,     45227.70,     45228.80,     44333.80,     44402.55,0.00,0,Y, ,0,     46103.35,     20019.15
Y, , ,Nifty Multi Mfg,     16168.40,     16160.20,     16162.20,     15870.85,     15887.05,0.00,0,Y, ,0,     16323.15,      8394.35
Y, , ,Nifty Multi Infra,     14464.20,     14450.50,     14457.50,     14149.30,     14167.55,0.00,0,Y, ,0,     15154.10,      8010.10
Y, , ,BHARATBOND-APR30,      1563.60,      1563.91,      1564.04,      1563.89,      1564.04,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR31,      1422.89,      1423.15,      1423.41,      1423.15,      1423.41,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR32,      1295.86,      1296.11,      1296.11,      1296.11,      1296.11,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR33,      1258.60,      1258.85,      1258.85,      1258.84,      1258.84,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Ind Defence,      7973.95,      7974.65,      8070.30,      7905.30,      7921.40,0.00,0,Y, ,0,      9195.15,      3374.95
Y, , ,Nifty Ind Tourism,      8402.65,      8388.30,      8414.70,      8245.40,      8264.00,0.00,0,Y, ,0,      9497.20,      6058.05
Y, , ,Nifty Capital Mkt,      4763.25,      4762.75,      4784.25,      4655.35,      4668.70,0.00,0,Y, ,0,      4852.85,      2009.60
Y, , ,Nifty500Momentm50,     53324.95,     53316.50,     53321.40,     52436.25,     52494.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyMS400 MQ 100,     48330.30,     48315.20,     48332.45,     47263.95,     47325.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftySml250MQ 100,     44597.15,     44603.10,     44603.90,     43528.50,     43616.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 10 EW,      9913.50,      9902.45,      9910.45,      9788.10,      9797.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQL 30,     23181.50,     23152.15,     23152.15,     22903.05,     22918.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQLV 30,     21592.70,     21558.25,     21558.25,     21297.95,     21316.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty EV,      3198.45,      3195.85,      3201.70,      3144.70,      3149.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty HighBeta 50,      4051.60,      4053.35,      4062.40,      3937.45,      3946.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty New Consump,     11952.15,     11950.75,     11971.35,     11799.55,     11817.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Corp MAATR,     39282.50,     39221.25,     39241.60,     38508.90,     38576.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Low Vol 50,     25991.45,     25965.55,     25965.55,     25643.70,     25661.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Mobility,     23240.65,     23217.55,     23256.65,     22955.90,     22996.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Qlty LV 30,     17843.00,     17818.80,     17818.80,     17632.85,     17649.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Sml250 Q50,     25882.20,     25869.00,     25879.55,     25407.60,     25456.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 15 EW,     11000.55,     10984.65,     10987.25,     10887.15,     10895.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Alpha 30,     18297.65,     18300.30,     18304.65,     18101.85,     18133.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Enh ESG,      5307.35,      5303.55,      5305.70,      5233.60,      5239.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Value 30,     14969.00,     14951.20,     14959.55,     14567.05,     14602.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 EW,     14394.35,     14393.05,     14399.30,     14106.35,     14128.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Multi MQ 50,     41821.85,     41794.10,     41796.45,     41135.15,     41180.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Value 50,     15827.95,     15808.35,     15816.40,     15411.45,     15445.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 20 EW,      9702.90,      9688.65,      9702.65,      9615.20,      9623.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty CoreHousing,     15926.45,     15897.30,     15908.65,     15697.80,     15715.30,0.00,0,Y, ,0,     17961.70,     13680.90
Y, , ,Nifty FinSerExBnk,     32415.25,     32426.90,     32432.30,     31865.00,     31951.65,0.00,0,Y, ,0,     32654.20,     21702.40
Y, , ,Nifty Housing,     12020.85,     12010.60,     12019.05,     11812.90,     11826.55,0.00,0,Y, ,0,     12386.30,      9839.70
Y, , ,Nifty IPO,      2046.05,      2044.55,      2046.30,      2006.85,      2009.65,0.00,0,Y, ,0,      2387.55,      1617.15
Y, , ,Nifty MS Fin Serv,     21121.50,     21109.65,     21109.65,     20700.65,     20741.75,0.00,0,Y, ,0,     21171.00,     12407.95
Y, , ,Nifty MS Ind Cons,     19250.50,     19245.00,     19262.45,     18901.15,     18928.75,0.00,0,Y, ,0,     20923.30,     14493.40
Y, , ,Nifty MS IT Telcm,     10417.35,     10420.80,     10465.10,     10251.00,     10265.00,0.00,0,Y, ,0,     11723.20,      7836.00
Y, , ,Nifty NonCyc Cons,     15882.75,     15872.90,     15899.10,     15723.60,     15745.15,0.00,0,Y, ,0,     18289.65,     13081.55
Y, , ,Nifty Rural,     16247.85,     16236.25,     16237.75,     16053.55,     16087.30,0.00,0,Y, ,0,     16378.35,     12304.35
Y, , ,Nifty Shariah 25,      8517.65,      8508.35,      8513.70,      8389.00,      8398.40,0.00,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     26086.35,     26057.95,     26143.90,     25842.45,     25889.90,0.00,0,Y, ,0,     26459.70,     16828.35
Y, , ,Nifty50 Shariah,      4889.10,      4879.30,      4879.30,      4804.95,      4811.70,0.00,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     18244.65,     18238.65,     18244.45,     17917.45,     17939.10,0.00,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7273.35,      7266.30,      7266.30,      7131.50,      7139.80,0.00,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     19290.15,     19286.00,     19316.75,     18892.80,     18921.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     23474.05,     23457.35,     23460.60,     23089.50,     23112.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     32157.20,     32113.55,     32115.70,     31452.20,     31497.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,     10722.30,     10714.25,     10735.80,     10595.55,     10607.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     42440.25,     42391.60,     42394.45,     41641.45,     41684.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1632.95,      1631.40,      1631.70,      1607.25,      1608.65,0.00,0,Y, ,0,      1641.40,      1346.50
Y, , ,Nifty SME Emerge,     14233.65,     14248.05,     14262.55,     13972.70,     13983.40,0.00,0,Y, ,0,     17223.65,     11930.10
Y, , ,Nifty Internet,      1389.30,      1390.65,      1392.85,      1365.95,      1368.90,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     29294.05,     29318.25,     29337.60,     28875.65,     28935.30,0.00,0,Y, ,0,     31895.45,     25227.25
Y, , ,Nifty Waves,      2105.55,      2107.35,      2114.70,      2070.05,      2074.90,0.00,0,Y, ,0,      2789.80,      1885.85
Y, , ,Nifty InfraLog,     11492.55,     11488.35,     11522.65,     11261.85,     11277.80,0.00,0,Y, ,0,     11820.05,      9210.40
Y, , ,Nifty500 Health,     19164.60,     19148.75,     19148.75,     18872.40,     18893.65,0.00,0,Y, ,0,     19594.10,     16294.60
Y, , ,India VIX,9.9500,9.9500,10.9900,9.4750,10.6000,0,0,Y, ,0,23.1875,8.7200
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2274.10,      2275.00,      2275.90,      2205.00,      2214.00,               1768715615.60,792800,Y, ,38536,      2695.00,      2026.55
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1465.30,      1468.00,      1489.00,      1460.30,      1465.20,               2912679225.60,1974347,Y, ,62292,      1549.00,      1010.75
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      7447.50,      7425.00,      7443.00,      7325.00,      7364.50,               5737194037.00,778407,Y, ,47069,      8099.50,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2809.40,      2795.00,      2804.70,      2770.10,      2786.50,               1725299138.80,620031,Y, ,55375,      2985.70,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1295.50,      1291.10,      1303.20,      1283.80,      1286.80,               5097725822.80,3949654,Y, ,152491,      1304.60,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      9789.50,      9799.50,      9888.00,      9725.00,      9760.50,               5238777996.00,534086,Y, ,60632,      9888.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      2031.90,      2021.00,      2029.10,      1989.20,      2008.90,               1519792985.00,756940,Y, ,48122,      2195.00,      1617.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       968.80,       968.50,       978.35,       965.30,       971.95,               4283579770.75,4410256,Y, ,100152,      9788.00,       849.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       415.65,       415.70,       422.95,       414.05,       415.65,               9306504192.85,22238704,Y, ,206773,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      2084.20,      2088.00,      2092.00,      2055.00,      2066.30,              11448254930.20,5534929,Y, ,206092,      2174.50,      1559.50
N,EQ,CIPLA,CIPLA LTD,      1467.90,      1467.90,      1469.30,      1458.00,      1460.60,               3877774466.20,2651011,Y, ,101198,      1673.00,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       431.65,       431.65,       434.00,       423.45,       425.25,               2558616701.75,5991259,Y, ,148604,       436.70,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1242.80,      1241.60,      1241.60,      1202.20,      1206.90,               2442892764.80,2000942,Y, ,62968,      1405.90,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7582.50,      7590.00,      7601.00,      7539.00,      7551.00,               3478074745.00,459727,Y, ,44411,      7601.00,      4646.00
N,EQ,ETERNAL,ETERNAL LIMITED,       280.95,       280.55,       287.40,       279.00,       283.55,              10842752463.20,38191591,Y, ,168324,       368.45,       194.80
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2837.10,      2821.00,      2831.90,      2787.10,      2792.00,               1224659854.20,437229,Y, ,33742,      2977.80,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1647.70,      1653.30,      1660.60,      1635.40,      1646.70,               5387828055.50,3266398,Y, ,137914,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,       949.05,       944.70,       953.00,       941.40,       946.70,              20779638865.45,21928849,Y, ,316595,      2037.70,       939.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       772.35,       773.00,       774.35,       752.65,       758.15,               1512719583.15,1993731,Y, ,70380,       820.75,       584.30
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       938.45,       934.05,       934.20,       898.60,       903.95,               5697664549.75,6266789,Y, ,128126,       970.80,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2399.40,      2389.00,      2418.10,      2368.10,      2386.70,               2788826679.10,1163828,Y, ,80271,      2428.10,      2244.70
N,EQ,ICICIBANK,ICICI BANK LTD.,      1427.70,      1429.00,      1442.20,      1423.30,      1435.00,              21340484627.50,14861699,Y, ,290412,      1500.00,      1186.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      4951.00,      4959.00,      4992.50,      4893.50,      4906.50,               6433976914.50,1303022,Y, ,101984,      6232.50,      3945.00
N,EQ,INFY,INFOSYS LIMITED,      1639.00,      1638.90,      1644.30,      1608.60,      1613.30,               6384866730.40,3942131,Y, ,130780,      1982.80,      1307.00
N,EQ,ITC,ITC LTD,       341.25,       341.50,       345.15,       339.05,       340.90,              12521721172.05,36706319,Y, ,317166,       471.50,       337.75
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       303.50,       303.30,       304.30,       292.15,       293.55,               3632837848.80,12255998,Y, ,95213,       338.60,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1189.80,      1190.00,      1190.00,      1153.90,      1155.90,               1482644481.40,1275035,Y, ,39170,      1223.90,       880.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      2144.00,      2140.10,      2143.00,      2118.60,      2133.00,               4889642929.40,2296942,Y, ,86855,      2301.90,      1723.75
N,EQ,LT,LARSEN & TOUBRO LTD.,      4157.00,      4160.00,      4169.90,      3991.30,      4028.40,               9493566831.90,2328813,Y, ,155478,      4195.00,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3748.80,      3730.00,      3756.80,      3693.20,      3724.00,               4698269114.90,1261005,Y, ,90546,      3839.90,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     16809.00,     16808.00,     16808.00,     16541.00,     16664.00,               3976075058.00,238421,Y, ,48973,     17370.00,     11059.45
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,      1034.70,      1030.00,      1035.10,      1019.10,      1029.80,               2176299447.10,2117653,Y, ,65941,      1314.30,       940.05
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1314.80,      1309.10,      1315.10,      1299.00,      1306.90,                725508702.20,555817,Y, ,36988,      2515.00,      1084.70
N,EQ,NTPC,NTPC LTD,       348.85,       346.75,       349.80,       342.20,       344.40,               3038498290.05,8805975,Y, ,113854,       371.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       239.06,       238.20,       238.89,       231.00,       231.42,               2150134510.84,9218488,Y, ,104877,       273.50,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       264.10,       264.00,       265.30,       257.95,       259.30,               3060190957.30,11762204,Y, ,95689,       322.00,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1504.20,      1500.00,      1503.90,      1468.80,      1470.60,              24410037550.10,16518684,Y, ,443727,      1611.80,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      2070.80,      2080.90,      2095.50,      2067.70,      2082.90,               1991640346.10,956736,Y, ,57868,      2109.60,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,      1007.15,      1006.60,      1011.60,       995.85,       998.00,               6866684538.70,6854268,Y, ,184563,      1024.00,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       995.85,      1001.40,      1002.55,       981.10,       992.90,               3778281738.65,3804564,Y, ,107139,      3081.35,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1782.60,      1766.00,      1778.60,      1757.70,      1760.70,               3376754053.20,1910656,Y, ,73921,      1865.00,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1212.60,      1212.00,      1212.00,      1193.00,      1197.40,                674564350.90,562710,Y, ,32218,      1220.90,       926.05
N,EQ,TATASTEEL,TATA STEEL LIMITED,       183.80,       185.45,       185.87,       179.55,       180.12,               6976261295.31,38454951,Y, ,200933,       187.85,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3295.60,      3286.90,      3286.90,      3182.00,      3203.90,              13357635924.00,4159336,Y, ,191554,      4322.95,      2866.60
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1625.20,      1625.00,      1632.80,      1574.50,      1577.90,               2641457645.00,1657201,Y, ,69892,      1736.40,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      4273.20,      4273.20,      4303.20,      4239.00,      4249.00,               4508845482.00,1055725,Y, ,78371,      4312.10,      2925.00
N,EQ,TMPV,TATA MOTORS PASS VEH LTD,       363.35,       363.30,       365.35,       358.00,       359.45,               2653447587.50,7353203,Y, ,129887,       421.55,       337.70
