TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2017-09-18,,DIXON,2017-09-28,545.0,604.8,545.0,578.31,,0.0,0.0,0.0,,0.0
2017-09-18,,DIXON,2017-10-26,545.0,604.8,545.0,578.31,,0.0,0.0,0.0,,0.0
2017-09-18,,DIXON,2017-11-30,545.0,604.8,545.0,578.31,,0.0,0.0,0.0,,0.0
2017-09-19,,DIXON,2017-09-28,589.2,599.0,574.48,578.5,,0.0,0.0,0.0,,0.0
2017-09-19,,DIXON,2017-10-26,589.2,599.0,574.48,578.5,,0.0,0.0,0.0,,0.0
2017-09-19,,DIXON,2017-11-30,589.2,599.0,574.48,578.5,,0.0,0.0,0.0,,0.0
2017-09-20,,DIXON,2017-09-28,577.6,577.6,550.57,561.37,,0.0,0.0,0.0,,0.0
2017-09-20,,DIXON,2017-10-26,577.6,577.6,550.57,561.37,,0.0,0.0,0.0,,0.0
2017-09-20,,DIXON,2017-11-30,577.6,577.6,550.57,561.37,,0.0,0.0,0.0,,0.0
2017-09-21,,DIXON,2017-09-28,560.72,560.72,536.8,552.87,,0.0,0.0,0.0,,0.0
2017-09-21,,DIXON,2017-10-26,560.72,560.72,536.8,552.87,,0.0,0.0,0.0,,0.0
2017-09-21,,DIXON,2017-11-30,560.72,560.72,536.8,552.87,,0.0,0.0,0.0,,0.0
2017-09-22,,DIXON,2017-09-28,558.09,558.09,527.0,531.93,,0.0,0.0,0.0,,0.0
2017-09-22,,DIXON,2017-10-26,558.09,558.09,527.0,531.93,,0.0,0.0,0.0,,0.0
2017-09-22,,DIXON,2017-11-30,558.09,558.09,527.0,531.93,,0.0,0.0,0.0,,0.0
2017-09-25,,DIXON,2017-09-28,524.0,541.12,501.27,522.55,,0.0,0.0,0.0,,0.0
2017-09-25,,DIXON,2017-10-26,524.0,541.12,501.27,522.55,,0.0,0.0,0.0,,0.0
2017-09-25,,DIXON,2017-11-30,524.0,541.12,501.27,522.55,,0.0,0.0,0.0,,0.0
2017-09-26,,DIXON,2017-09-28,523.22,535.8,523.22,526.99,,0.0,0.0,0.0,,0.0
2017-09-26,,DIXON,2017-10-26,523.22,535.8,523.22,526.99,,0.0,0.0,0.0,,0.0
2017-09-26,,DIXON,2017-11-30,523.22,535.8,523.22,526.99,,0.0,0.0,0.0,,0.0
2017-09-27,,DIXON,2017-09-28,531.6,541.76,513.98,519.96,,0.0,0.0,0.0,,0.0
2017-09-27,,DIXON,2017-10-26,531.6,541.76,513.98,519.96,,0.0,0.0,0.0,,0.0
2017-09-27,,DIXON,2017-11-30,531.6,541.76,513.98,519.96,,0.0,0.0,0.0,,0.0
2017-09-28,,DIXON,2017-09-28,521.6,532.0,518.11,526.78,,0.0,0.0,0.0,,0.0
2017-09-28,,DIXON,2017-10-26,521.6,532.0,518.11,526.78,,0.0,0.0,0.0,,0.0
2017-09-28,,DIXON,2017-11-30,521.6,532.0,518.11,526.78,,0.0,0.0,0.0,,0.0
2017-09-29,,DIXON,2017-10-26,529.2,536.78,528.0,529.75,,0.0,0.0,0.0,,0.0
2017-09-29,,DIXON,2017-11-30,529.2,536.78,528.0,529.75,,0.0,0.0,0.0,,0.0
2017-09-29,,DIXON,2017-12-28,529.2,536.78,528.0,529.75,,0.0,0.0,0.0,,0.0
2017-10-03,,DIXON,2017-10-26,533.0,543.0,515.76,539.18,,0.0,0.0,0.0,,0.0
2017-10-03,,DIXON,2017-11-30,533.0,543.0,515.76,539.18,,0.0,0.0,0.0,,0.0
2017-10-03,,DIXON,2017-12-28,533.0,543.0,515.76,539.18,,0.0,0.0,0.0,,0.0
2017-10-04,,DIXON,2017-10-26,542.03,549.8,535.4,544.56,,0.0,0.0,0.0,,0.0
2017-10-04,,DIXON,2017-11-30,542.03,549.8,535.4,544.56,,0.0,0.0,0.0,,0.0
2017-10-04,,DIXON,2017-12-28,542.03,549.8,535.4,544.56,,0.0,0.0,0.0,,0.0
2017-10-05,,DIXON,2017-10-26,543.0,548.2,537.4,539.43,,0.0,0.0,0.0,,0.0
2017-10-05,,DIXON,2017-11-30,543.0,548.2,537.4,539.43,,0.0,0.0,0.0,,0.0
2017-10-05,,DIXON,2017-12-28,543.0,548.2,537.4,539.43,,0.0,0.0,0.0,,0.0
2017-10-06,,DIXON,2017-10-26,540.25,549.0,532.7,535.44,,0.0,0.0,0.0,,0.0
2017-10-06,,DIXON,2017-11-30,540.25,549.0,532.7,535.44,,0.0,0.0,0.0,,0.0
2017-10-06,,DIXON,2017-12-28,540.25,549.0,532.7,535.44,,0.0,0.0,0.0,,0.0
2017-10-09,,DIXON,2017-10-26,535.4,541.99,520.3,526.33,,0.0,0.0,0.0,,0.0
2017-10-09,,DIXON,2017-11-30,535.4,541.99,520.3,526.33,,0.0,0.0,0.0,,0.0
2017-10-09,,DIXON,2017-12-28,535.4,541.99,520.3,526.33,,0.0,0.0,0.0,,0.0
