TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE
2017-01-02,FUTSTK,M&M,2017-01-25,1183.3,1235.9,1173.5,1231.55,5360500.0,3825625700.0,3169000.0,6338.0,5735.0
2017-01-02,FUTSTK,M&M,2017-02-23,1181.0,1236.55,1181.0,1234.8,18500.0,18817000.0,15500.0,31.0,31.0
2017-01-03,FUTSTK,M&M,2017-01-25,1230.0,1230.9,1217.8,1224.0,5429000.0,1827500475.0,1494000.0,2988.0,2450.0
2017-01-03,FUTSTK,M&M,2017-02-23,1223.5,1229.1,1223.5,1226.2,19500.0,1839400.0,1500.0,3.0,3.0
2017-01-04,FUTSTK,M&M,2017-01-25,1230.45,1232.0,1219.0,1223.8,5465500.0,1106217675.0,902500.0,1805.0,1739.0
2017-01-04,FUTSTK,M&M,2017-02-23,1227.5,1228.0,1225.0,1225.05,22500.0,5516900.0,4500.0,9.0,9.0
2017-01-05,FUTSTK,M&M,2017-01-25,1221.5,1238.7,1211.4,1231.6,5724000.0,2415459625.0,1975500.0,3951.0,3617.0
2017-01-05,FUTSTK,M&M,2017-02-23,1222.4,1240.0,1219.0,1236.6,27500.0,24533600.0,20000.0,40.0,35.0
2017-01-06,FUTSTK,M&M,2017-01-25,1232.05,1240.4,1223.0,1225.4,6044000.0,1778619825.0,1445000.0,2890.0,2620.0
2017-01-06,FUTSTK,M&M,2017-02-23,1242.0,1242.0,1230.0,1230.6,39500.0,21636800.0,17500.0,35.0,34.0
2017-01-09,FUTSTK,M&M,2017-01-25,1225.55,1225.55,1205.15,1208.3,6198000.0,1352091800.0,1117000.0,2234.0,2004.0
2017-01-09,FUTSTK,M&M,2017-02-23,1215.0,1215.55,1211.05,1212.45,45500.0,13949675.0,11500.0,23.0,23.0
2017-01-10,FUTSTK,M&M,2017-01-25,1209.65,1219.9,1206.85,1215.65,6142000.0,1255332750.0,1033000.0,2066.0,1921.0
2017-01-10,FUTSTK,M&M,2017-02-23,1220.35,1224.65,1215.65,1220.7,41500.0,10986200.0,9000.0,18.0,18.0
2017-01-11,FUTSTK,M&M,2017-01-25,1222.9,1238.95,1216.5,1232.8,6038000.0,1913862700.0,1557000.0,3114.0,2752.0
2017-01-11,FUTSTK,M&M,2017-02-23,1224.0,1243.0,1222.0,1239.15,42000.0,32129250.0,26000.0,52.0,49.0
2017-01-12,FUTSTK,M&M,2017-01-25,1234.35,1235.75,1214.1,1216.25,6141000.0,1302481800.0,1066000.0,2132.0,1862.0
2017-01-12,FUTSTK,M&M,2017-02-23,1240.0,1240.0,1220.0,1221.1,55000.0,30021700.0,24500.0,49.0,48.0
2017-01-13,FUTSTK,M&M,2017-01-25,1219.2,1228.5,1217.55,1222.6,6130500.0,1231558150.0,1007000.0,2014.0,1861.0
2017-01-13,FUTSTK,M&M,2017-02-23,1228.0,1230.85,1223.8,1228.2,77000.0,36824300.0,30000.0,60.0,56.0
2017-01-16,FUTSTK,M&M,2017-01-25,1224.55,1227.0,1213.0,1215.55,6133000.0,863041800.0,707500.0,1415.0,1320.0
2017-01-16,FUTSTK,M&M,2017-02-23,1233.0,1233.0,1218.0,1220.8,99500.0,34249025.0,28000.0,56.0,52.0
2017-01-17,FUTSTK,M&M,2017-01-25,1215.5,1217.9,1203.65,1207.35,6148500.0,1044758075.0,862500.0,1725.0,1585.0
2017-01-17,FUTSTK,M&M,2017-02-23,1216.8,1221.35,1210.0,1213.1,141500.0,79674175.0,65500.0,131.0,109.0
