TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE
2017-01-25,,MCX,2017-03-30,236.0,238.0,235.55,236.25,0.0,0.0,0.0,0.0,
2017-01-25,,MCX,2017-01-25,236.0,238.0,235.55,236.25,0.0,0.0,0.0,0.0,
2017-01-25,,MCX,2017-02-23,236.0,238.0,235.55,236.25,0.0,0.0,0.0,0.0,
2017-01-27,,MCX,2017-02-23,237.0,244.8,234.4,240.4,0.0,0.0,0.0,0.0,
2017-01-27,,MCX,2017-03-30,237.0,244.8,234.4,240.4,0.0,0.0,0.0,0.0,
2017-01-27,,MCX,2017-04-27,237.0,244.8,234.4,240.4,0.0,0.0,0.0,0.0,
2017-01-30,,MCX,2017-02-23,240.75,242.8,237.35,238.85,0.0,0.0,0.0,0.0,
2017-01-30,,MCX,2017-03-30,240.75,242.8,237.35,238.85,0.0,0.0,0.0,0.0,
2017-01-30,,MCX,2017-04-27,240.75,242.8,237.35,238.85,0.0,0.0,0.0,0.0,
2017-01-31,,MCX,2017-02-23,239.2,239.75,234.0,234.65,0.0,0.0,0.0,0.0,
2017-01-31,,MCX,2017-03-30,239.2,239.75,234.0,234.65,0.0,0.0,0.0,0.0,
2017-01-31,,MCX,2017-04-27,239.2,239.75,234.0,234.65,0.0,0.0,0.0,0.0,
2017-02-01,,MCX,2017-04-27,234.9,240.0,232.65,235.55,0.0,0.0,0.0,0.0,
2017-02-01,,MCX,2017-03-30,234.9,240.0,232.65,235.55,0.0,0.0,0.0,0.0,
2017-02-01,,MCX,2017-02-23,234.9,240.0,232.65,235.55,0.0,0.0,0.0,0.0,
2017-02-02,,MCX,2017-02-23,238.2,243.0,238.2,239.85,0.0,0.0,0.0,0.0,
2017-02-02,,MCX,2017-03-30,238.2,243.0,238.2,239.85,0.0,0.0,0.0,0.0,
2017-02-02,,MCX,2017-04-27,238.2,243.0,238.2,239.85,0.0,0.0,0.0,0.0,
2017-02-03,,MCX,2017-02-23,242.0,248.9,238.25,239.95,0.0,0.0,0.0,0.0,
2017-02-03,,MCX,2017-03-30,242.0,248.9,238.25,239.95,0.0,0.0,0.0,0.0,
2017-02-03,,MCX,2017-04-27,242.0,248.9,238.25,239.95,0.0,0.0,0.0,0.0,
2017-02-06,,MCX,2017-02-23,241.35,241.35,234.7,235.3,0.0,0.0,0.0,0.0,
2017-02-06,,MCX,2017-03-30,241.35,241.35,234.7,235.3,0.0,0.0,0.0,0.0,
2017-02-06,,MCX,2017-04-27,241.35,241.35,234.7,235.3,0.0,0.0,0.0,0.0,
2017-02-07,,MCX,2017-04-27,235.55,236.5,229.25,229.85,0.0,0.0,0.0,0.0,
2017-02-07,,MCX,2017-03-30,235.55,236.5,229.25,229.85,0.0,0.0,0.0,0.0,
2017-02-07,,MCX,2017-02-23,235.55,236.5,229.25,229.85,0.0,0.0,0.0,0.0,
2017-02-08,,MCX,2017-02-23,230.75,231.95,224.45,226.0,0.0,0.0,0.0,0.0,
2017-02-08,,MCX,2017-03-30,230.75,231.95,224.45,226.0,0.0,0.0,0.0,0.0,
2017-02-08,,MCX,2017-04-27,230.75,231.95,224.45,226.0,0.0,0.0,0.0,0.0,
2017-02-09,,MCX,2017-02-23,227.0,227.8,220.5,221.2,0.0,0.0,0.0,0.0,
2017-02-09,,MCX,2017-03-30,227.0,227.8,220.5,221.2,0.0,0.0,0.0,0.0,
2017-02-09,,MCX,2017-04-27,227.0,227.8,220.5,221.2,0.0,0.0,0.0,0.0,
2017-02-10,,MCX,2017-02-23,222.0,223.0,217.2,218.0,0.0,0.0,0.0,0.0,
2017-02-10,,MCX,2017-03-30,222.0,223.0,217.2,218.0,0.0,0.0,0.0,0.0,
2017-02-10,,MCX,2017-04-27,222.0,223.0,217.2,218.0,0.0,0.0,0.0,0.0,
2017-02-13,,MCX,2017-04-27,220.4,231.6,219.8,230.55,0.0,0.0,0.0,0.0,
2017-02-13,,MCX,2017-03-30,220.4,231.6,219.8,230.55,0.0,0.0,0.0,0.0,
2017-02-13,,MCX,2017-02-23,220.4,231.6,219.8,230.55,0.0,0.0,0.0,0.0,
2017-02-14,,MCX,2017-02-23,231.0,231.8,225.2,226.0,0.0,0.0,0.0,0.0,
2017-02-14,,MCX,2017-03-30,231.0,231.8,225.2,226.0,0.0,0.0,0.0,0.0,
2017-02-14,,MCX,2017-04-27,231.0,231.8,225.2,226.0,0.0,0.0,0.0,0.0,
2017-02-15,,MCX,2017-02-23,226.25,227.7,217.6,219.8,0.0,0.0,0.0,0.0,
2017-02-15,,MCX,2017-03-30,226.25,227.7,217.6,219.8,0.0,0.0,0.0,0.0,
2017-02-15,,MCX,2017-04-27,226.25,227.7,217.6,219.8,0.0,0.0,0.0,0.0,
2017-02-16,,MCX,2017-02-23,220.75,225.4,220.0,222.85,0.0,0.0,0.0,0.0,
2017-02-16,,MCX,2017-03-30,220.75,225.4,220.0,222.85,0.0,0.0,0.0,0.0,
2017-02-16,,MCX,2017-04-27,220.75,225.4,220.0,222.85,0.0,0.0,0.0,0.0,
2017-02-17,,MCX,2017-03-30,224.8,227.95,223.2,224.6,0.0,0.0,0.0,0.0,
2017-02-17,,MCX,2017-04-27,224.8,227.95,223.2,224.6,0.0,0.0,0.0,0.0,
2017-02-17,,MCX,2017-02-23,224.8,227.95,223.2,224.6,0.0,0.0,0.0,0.0,
2017-02-20,,MCX,2017-04-27,225.5,227.2,224.0,224.65,0.0,0.0,0.0,0.0,
2017-02-20,,MCX,2017-03-30,225.5,227.2,224.0,224.65,0.0,0.0,0.0,0.0,
2017-02-20,,MCX,2017-02-23,225.5,227.2,224.0,224.65,0.0,0.0,0.0,0.0,
2017-02-21,,MCX,2017-02-23,225.7,225.7,222.0,224.15,0.0,0.0,0.0,0.0,
2017-02-21,,MCX,2017-03-30,225.7,225.7,222.0,224.15,0.0,0.0,0.0,0.0,
2017-02-21,,MCX,2017-04-27,225.7,225.7,222.0,224.15,0.0,0.0,0.0,0.0,
2017-02-22,,MCX,2017-02-23,224.8,227.0,223.6,224.6,0.0,0.0,0.0,0.0,
2017-02-22,,MCX,2017-03-30,224.8,227.0,223.6,224.6,0.0,0.0,0.0,0.0,
2017-02-22,,MCX,2017-04-27,224.8,227.0,223.6,224.6,0.0,0.0,0.0,0.0,
2017-02-23,,MCX,2017-02-23,224.9,228.95,224.4,228.1,0.0,0.0,0.0,0.0,
2017-02-23,,MCX,2017-03-30,224.9,228.95,224.4,228.1,0.0,0.0,0.0,0.0,
2017-02-23,,MCX,2017-04-27,224.9,228.95,224.4,228.1,0.0,0.0,0.0,0.0,
2017-02-27,,MCX,2017-05-25,228.75,228.75,223.0,223.65,0.0,0.0,0.0,0.0,
2017-02-27,,MCX,2017-04-27,228.75,228.75,223.0,223.65,0.0,0.0,0.0,0.0,
2017-02-27,,MCX,2017-03-30,228.75,228.75,223.0,223.65,0.0,0.0,0.0,0.0,
2017-02-28,,MCX,2017-03-30,224.0,225.1,222.05,223.65,0.0,0.0,0.0,0.0,
2017-02-28,,MCX,2017-04-27,224.0,225.1,222.05,223.65,0.0,0.0,0.0,0.0,
2017-02-28,,MCX,2017-05-25,224.0,225.1,222.05,223.65,0.0,0.0,0.0,0.0,
2017-03-01,,MCX,2017-03-30,224.15,232.7,223.95,227.55,0.0,0.0,0.0,0.0,
2017-03-01,,MCX,2017-04-27,224.15,232.7,223.95,227.55,0.0,0.0,0.0,0.0,
2017-03-01,,MCX,2017-05-25,224.15,232.7,223.95,227.55,0.0,0.0,0.0,0.0,
2017-03-02,,MCX,2017-03-30,227.95,229.5,223.65,224.95,0.0,0.0,0.0,0.0,
2017-03-02,,MCX,2017-04-27,227.95,229.5,223.65,224.95,0.0,0.0,0.0,0.0,
2017-03-02,,MCX,2017-05-25,227.95,229.5,223.65,224.95,0.0,0.0,0.0,0.0,
2017-03-03,,MCX,2017-04-27,224.0,224.8,222.25,223.1,0.0,0.0,0.0,0.0,
2017-03-03,,MCX,2017-05-25,224.0,224.8,222.25,223.1,0.0,0.0,0.0,0.0,
2017-03-03,,MCX,2017-03-30,224.0,224.8,222.25,223.1,0.0,0.0,0.0,0.0,
2017-03-06,,MCX,2017-03-30,224.0,224.75,220.2,220.65,0.0,0.0,0.0,0.0,
2017-03-06,,MCX,2017-04-27,224.0,224.75,220.2,220.65,0.0,0.0,0.0,0.0,
2017-03-06,,MCX,2017-05-25,224.0,224.75,220.2,220.65,0.0,0.0,0.0,0.0,
2017-03-07,,MCX,2017-03-30,223.6,223.6,219.0,220.25,0.0,0.0,0.0,0.0,
2017-03-07,,MCX,2017-04-27,223.6,223.6,219.0,220.25,0.0,0.0,0.0,0.0,
2017-03-07,,MCX,2017-05-25,223.6,223.6,219.0,220.25,0.0,0.0,0.0,0.0,
2017-03-08,,MCX,2017-03-30,220.75,223.2,220.1,222.6,0.0,0.0,0.0,0.0,
2017-03-08,,MCX,2017-04-27,220.75,223.2,220.1,222.6,0.0,0.0,0.0,0.0,
2017-03-08,,MCX,2017-05-25,220.75,223.2,220.1,222.6,0.0,0.0,0.0,0.0,
2017-03-09,,MCX,2017-05-25,222.2,222.6,218.0,219.1,0.0,0.0,0.0,0.0,
2017-03-09,,MCX,2017-04-27,222.2,222.6,218.0,219.1,0.0,0.0,0.0,0.0,
2017-03-09,,MCX,2017-03-30,222.2,222.6,218.0,219.1,0.0,0.0,0.0,0.0,
2017-03-10,,MCX,2017-03-30,220.8,222.4,217.15,218.25,0.0,0.0,0.0,0.0,
2017-03-10,,MCX,2017-04-27,220.8,222.4,217.15,218.25,0.0,0.0,0.0,0.0,
2017-03-10,,MCX,2017-05-25,220.8,222.4,217.15,218.25,0.0,0.0,0.0,0.0,
2017-03-14,,MCX,2017-03-30,222.0,223.4,218.9,219.45,0.0,0.0,0.0,0.0,
2017-03-14,,MCX,2017-04-27,222.0,223.4,218.9,219.45,0.0,0.0,0.0,0.0,
2017-03-14,,MCX,2017-05-25,222.0,223.4,218.9,219.45,0.0,0.0,0.0,0.0,
2017-03-15,,MCX,2017-03-30,220.8,226.8,220.0,223.5,0.0,0.0,0.0,0.0,
2017-03-15,,MCX,2017-04-27,220.8,226.8,220.0,223.5,0.0,0.0,0.0,0.0,
2017-03-15,,MCX,2017-05-25,220.8,226.8,220.0,223.5,0.0,0.0,0.0,0.0,
2017-03-16,,MCX,2017-04-27,224.7,226.4,223.45,224.4,0.0,0.0,0.0,0.0,
2017-03-16,,MCX,2017-05-25,224.7,226.4,223.45,224.4,0.0,0.0,0.0,0.0,
2017-03-16,,MCX,2017-03-30,224.7,226.4,223.45,224.4,0.0,0.0,0.0,0.0,
2017-03-17,,MCX,2017-04-27,225.2,225.8,223.0,223.8,0.0,0.0,0.0,0.0,
2017-03-17,,MCX,2017-05-25,225.2,225.8,223.0,223.8,0.0,0.0,0.0,0.0,
2017-03-17,,MCX,2017-03-30,225.2,225.8,223.0,223.8,0.0,0.0,0.0,0.0,
2017-03-20,,MCX,2017-03-30,225.0,230.0,225.0,227.45,0.0,0.0,0.0,0.0,
2017-03-20,,MCX,2017-04-27,225.0,230.0,225.0,227.45,0.0,0.0,0.0,0.0,
2017-03-20,,MCX,2017-05-25,225.0,230.0,225.0,227.45,0.0,0.0,0.0,0.0,
2017-03-21,,MCX,2017-03-30,228.2,229.8,223.2,225.7,0.0,0.0,0.0,0.0,
2017-03-21,,MCX,2017-04-27,228.2,229.8,223.2,225.7,0.0,0.0,0.0,0.0,
2017-03-21,,MCX,2017-05-25,228.2,229.8,223.2,225.7,0.0,0.0,0.0,0.0,
2017-03-22,,MCX,2017-03-30,224.0,237.0,224.0,235.2,0.0,0.0,0.0,0.0,
2017-03-22,,MCX,2017-04-27,224.0,237.0,224.0,235.2,0.0,0.0,0.0,0.0,
2017-03-22,,MCX,2017-05-25,224.0,237.0,224.0,235.2,0.0,0.0,0.0,0.0,
2017-03-23,,MCX,2017-04-27,237.4,244.75,236.3,244.0,0.0,0.0,0.0,0.0,
2017-03-23,,MCX,2017-05-25,237.4,244.75,236.3,244.0,0.0,0.0,0.0,0.0,
2017-03-23,,MCX,2017-03-30,237.4,244.75,236.3,244.0,0.0,0.0,0.0,0.0,
2017-03-24,,MCX,2017-03-30,244.6,246.4,240.45,243.65,0.0,0.0,0.0,0.0,
2017-03-24,,MCX,2017-04-27,244.6,246.4,240.45,243.65,0.0,0.0,0.0,0.0,
2017-03-24,,MCX,2017-05-25,244.6,246.4,240.45,243.65,0.0,0.0,0.0,0.0,
2017-03-27,,MCX,2017-03-30,244.0,246.6,240.8,245.25,0.0,0.0,0.0,0.0,
2017-03-27,,MCX,2017-04-27,244.0,246.6,240.8,245.25,0.0,0.0,0.0,0.0,
2017-03-27,,MCX,2017-05-25,244.0,246.6,240.8,245.25,0.0,0.0,0.0,0.0,
2017-03-28,,MCX,2017-03-30,245.0,246.25,239.8,240.65,0.0,0.0,0.0,0.0,
2017-03-28,,MCX,2017-04-27,245.0,246.25,239.8,240.65,0.0,0.0,0.0,0.0,
2017-03-28,,MCX,2017-05-25,245.0,246.25,239.8,240.65,0.0,0.0,0.0,0.0,
2017-03-29,,MCX,2017-03-30,241.2,244.8,238.0,238.55,0.0,0.0,0.0,0.0,
2017-03-29,,MCX,2017-04-27,241.2,244.8,238.0,238.55,0.0,0.0,0.0,0.0,
2017-03-29,,MCX,2017-05-25,241.2,244.8,238.0,238.55,0.0,0.0,0.0,0.0,
2017-03-30,,MCX,2017-05-25,239.0,244.0,239.0,242.6,0.0,0.0,0.0,0.0,
2017-03-30,,MCX,2017-04-27,239.0,244.0,239.0,242.6,0.0,0.0,0.0,0.0,
2017-03-30,,MCX,2017-03-30,239.0,244.0,239.0,242.6,0.0,0.0,0.0,0.0,
2017-03-31,,MCX,2017-04-27,241.45,243.95,240.25,241.0,0.0,0.0,0.0,0.0,
2017-03-31,,MCX,2017-05-25,241.45,243.95,240.25,241.0,0.0,0.0,0.0,0.0,
2017-03-31,,MCX,2017-06-29,241.45,243.95,240.25,241.0,0.0,0.0,0.0,0.0,
2017-04-03,,MCX,2017-04-27,243.0,243.0,236.0,239.2,0.0,0.0,0.0,0.0,
2017-04-03,,MCX,2017-05-25,243.0,243.0,236.0,239.2,0.0,0.0,0.0,0.0,
2017-04-03,,MCX,2017-06-29,243.0,243.0,236.0,239.2,0.0,0.0,0.0,0.0,
2017-04-05,,MCX,2017-06-29,240.8,241.6,235.4,236.85,0.0,0.0,0.0,0.0,
2017-04-05,,MCX,2017-04-27,240.8,241.6,235.4,236.85,0.0,0.0,0.0,0.0,
2017-04-05,,MCX,2017-05-25,240.8,241.6,235.4,236.85,0.0,0.0,0.0,0.0,
2017-04-06,,MCX,2017-06-29,237.3,242.15,234.8,238.9,0.0,0.0,0.0,0.0,
2017-04-06,,MCX,2017-05-25,237.3,242.15,234.8,238.9,0.0,0.0,0.0,0.0,
2017-04-06,,MCX,2017-04-27,237.3,242.15,234.8,238.9,0.0,0.0,0.0,0.0,
2017-04-07,,MCX,2017-04-27,237.75,249.2,237.3,244.15,0.0,0.0,0.0,0.0,
2017-04-07,,MCX,2017-05-25,237.75,249.2,237.3,244.15,0.0,0.0,0.0,0.0,
2017-04-07,,MCX,2017-06-29,237.75,249.2,237.3,244.15,0.0,0.0,0.0,0.0,
2017-04-10,,MCX,2017-06-29,246.65,248.8,243.55,247.65,0.0,0.0,0.0,0.0,
2017-04-10,,MCX,2017-04-27,246.65,248.8,243.55,247.65,0.0,0.0,0.0,0.0,
2017-04-10,,MCX,2017-05-25,246.65,248.8,243.55,247.65,0.0,0.0,0.0,0.0,
2017-04-11,,MCX,2017-05-25,249.0,251.75,242.3,245.4,0.0,0.0,0.0,0.0,
2017-04-11,,MCX,2017-06-29,249.0,251.75,242.3,245.4,0.0,0.0,0.0,0.0,
2017-04-11,,MCX,2017-04-27,249.0,251.75,242.3,245.4,0.0,0.0,0.0,0.0,
2017-04-12,,MCX,2017-05-25,243.8,249.6,243.0,248.15,0.0,0.0,0.0,0.0,
2017-04-12,,MCX,2017-06-29,243.8,249.6,243.0,248.15,0.0,0.0,0.0,0.0,
2017-04-12,,MCX,2017-04-27,243.8,249.6,243.0,248.15,0.0,0.0,0.0,0.0,
2017-04-13,,MCX,2017-06-29,248.0,249.0,241.2,242.0,0.0,0.0,0.0,0.0,
2017-04-13,,MCX,2017-05-25,248.0,249.0,241.2,242.0,0.0,0.0,0.0,0.0,
2017-04-13,,MCX,2017-04-27,248.0,249.0,241.2,242.0,0.0,0.0,0.0,0.0,
2017-04-17,,MCX,2017-04-27,242.85,242.85,236.0,236.45,0.0,0.0,0.0,0.0,
2017-04-17,,MCX,2017-05-25,242.85,242.85,236.0,236.45,0.0,0.0,0.0,0.0,
2017-04-17,,MCX,2017-06-29,242.85,242.85,236.0,236.45,0.0,0.0,0.0,0.0,
2017-04-18,,MCX,2017-04-27,236.95,242.4,228.4,229.8,0.0,0.0,0.0,0.0,
2017-04-18,,MCX,2017-05-25,236.95,242.4,228.4,229.8,0.0,0.0,0.0,0.0,
2017-04-18,,MCX,2017-06-29,236.95,242.4,228.4,229.8,0.0,0.0,0.0,0.0,
2017-04-19,,MCX,2017-04-27,230.7,231.7,225.0,226.85,0.0,0.0,0.0,0.0,
2017-04-19,,MCX,2017-05-25,230.7,231.7,225.0,226.85,0.0,0.0,0.0,0.0,
2017-04-19,,MCX,2017-06-29,230.7,231.7,225.0,226.85,0.0,0.0,0.0,0.0,
2017-04-20,,MCX,2017-06-29,230.0,235.4,227.2,228.5,0.0,0.0,0.0,0.0,
2017-04-20,,MCX,2017-05-25,230.0,235.4,227.2,228.5,0.0,0.0,0.0,0.0,
2017-04-20,,MCX,2017-04-27,230.0,235.4,227.2,228.5,0.0,0.0,0.0,0.0,
2017-04-21,,MCX,2017-04-27,229.95,231.5,223.6,224.4,0.0,0.0,0.0,0.0,
2017-04-21,,MCX,2017-05-25,229.95,231.5,223.6,224.4,0.0,0.0,0.0,0.0,
2017-04-21,,MCX,2017-06-29,229.95,231.5,223.6,224.4,0.0,0.0,0.0,0.0,
2017-04-24,,MCX,2017-04-27,225.95,237.4,225.6,232.25,0.0,0.0,0.0,0.0,
2017-04-24,,MCX,2017-05-25,225.95,237.4,225.6,232.25,0.0,0.0,0.0,0.0,
2017-04-24,,MCX,2017-06-29,225.95,237.4,225.6,232.25,0.0,0.0,0.0,0.0,
2017-04-25,,MCX,2017-04-27,234.55,239.9,232.0,232.6,0.0,0.0,0.0,0.0,
2017-04-25,,MCX,2017-05-25,234.55,239.9,232.0,232.6,0.0,0.0,0.0,0.0,
2017-04-25,,MCX,2017-06-29,234.55,239.9,232.0,232.6,0.0,0.0,0.0,0.0,
2017-04-26,,MCX,2017-05-25,234.6,246.15,232.7,243.55,0.0,0.0,0.0,0.0,
2017-04-26,,MCX,2017-06-29,234.6,246.15,232.7,243.55,0.0,0.0,0.0,0.0,
2017-04-26,,MCX,2017-04-27,234.6,246.15,232.7,243.55,0.0,0.0,0.0,0.0,
2017-04-27,,MCX,2017-04-27,248.6,249.6,240.2,243.5,0.0,0.0,0.0,0.0,
2017-04-27,,MCX,2017-05-25,248.6,249.6,240.2,243.5,0.0,0.0,0.0,0.0,
2017-04-27,,MCX,2017-06-29,248.6,249.6,240.2,243.5,0.0,0.0,0.0,0.0,
2017-04-28,FUTSTK,MCX,2017-05-25,246.11,249.8,244.0,244.92,1827500.0,815108500.0,3300000.0,6600.0,1254.0
2017-04-28,FUTSTK,MCX,2017-06-29,247.0,247.0,247.0,247.0,2500.0,617500.0,2500.0,5.0,1.0
2017-04-28,,MCX,2017-07-27,243.9,247.8,242.4,243.15,0.0,0.0,0.0,0.0,
2017-05-02,FUTSTK,MCX,2017-05-25,247.77,247.78,237.8,238.48,2280000.0,292859400.0,1220000.0,2440.0,470.0
2017-05-02,FUTSTK,MCX,2017-06-29,240.11,241.22,239.78,239.78,42500.0,13219475.0,55000.0,110.0,19.0
2017-05-02,,MCX,2017-07-27,244.0,244.05,236.5,236.95,0.0,0.0,0.0,0.0,
2017-05-03,FUTSTK,MCX,2017-07-27,239.0,239.0,238.0,238.0,5000.0,1192500.0,5000.0,10.0,2.0
2017-05-03,FUTSTK,MCX,2017-06-29,236.02,236.02,232.89,233.49,57500.0,5852900.0,25000.0,50.0,10.0
2017-05-03,FUTSTK,MCX,2017-05-25,238.81,238.81,231.21,232.55,3342500.0,780868325.0,3327500.0,6655.0,1292.0
2017-05-04,FUTSTK,MCX,2017-05-25,233.0,235.75,231.22,232.47,3835000.0,390765050.0,1672500.0,3345.0,651.0
2017-05-04,FUTSTK,MCX,2017-06-29,234.82,234.82,232.89,233.16,67500.0,2335725.0,10000.0,20.0,4.0
2017-05-04,FUTSTK,MCX,2017-07-27,236.0,236.0,235.72,235.72,10000.0,1179300.0,5000.0,10.0,2.0
2017-05-05,FUTSTK,MCX,2017-05-25,228.54,229.42,220.98,225.4,4402500.0,944596700.0,4185000.0,8370.0,1517.0
2017-05-05,FUTSTK,MCX,2017-06-29,222.35,230.0,222.35,227.1,40000.0,18640575.0,82500.0,165.0,31.0
2017-05-05,,MCX,2017-07-27,234.93,235.2,233.53,234.35,0.0,0.0,0.0,0.0,
2017-05-08,FUTSTK,MCX,2017-05-25,226.39,228.73,223.02,223.9,4815000.0,372624125.0,1652500.0,3305.0,636.0
2017-05-08,FUTSTK,MCX,2017-06-29,226.66,227.8,224.6,225.11,57500.0,9598950.0,42500.0,85.0,17.0
2017-05-08,,MCX,2017-07-27,234.97,235.01,233.83,234.01,0.0,0.0,0.0,0.0,
2017-05-09,FUTSTK,MCX,2017-06-29,225.6,229.12,225.23,228.4,60000.0,6243500.0,27500.0,55.0,11.0
2017-05-09,,MCX,2017-07-27,234.13,235.22,234.1,234.72,0.0,0.0,0.0,0.0,
2017-05-09,FUTSTK,MCX,2017-05-25,224.87,230.0,224.21,227.27,4970000.0,386057000.0,1700000.0,3400.0,662.0
2017-05-10,FUTSTK,MCX,2017-06-29,229.2,229.2,228.4,229.11,57500.0,3429850.0,15000.0,30.0,6.0
2017-05-10,,MCX,2017-07-27,234.88,235.13,234.54,234.65,0.0,0.0,0.0,0.0,
