TIMESTAMP,EXP_DATE,SYMBOL,INSTRUMENT,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2017-01-02,2017-01-25,INTELLECT,,128.32,131.1,126.41,129.73,0,0.0,0,0,,0
2017-01-02,2017-02-23,INTELLECT,,128.32,131.1,126.41,129.73,0,0.0,0,0,,0
2017-01-02,2017-03-30,INTELLECT,,128.32,131.1,126.41,129.73,0,0.0,0,0,,0
2017-01-03,2017-01-25,INTELLECT,,129.96,132.6,129.28,130.64,0,0.0,0,0,,0
2017-01-03,2017-02-23,INTELLECT,,129.96,132.6,129.28,130.64,0,0.0,0,0,,0
2017-01-03,2017-03-30,INTELLECT,,129.96,132.6,129.28,130.64,0,0.0,0,0,,0
2017-01-04,2017-01-25,INTELLECT,,131.15,132.06,128.73,129.37,0,0.0,0,0,,0
2017-01-04,2017-02-23,INTELLECT,,131.15,132.06,128.73,129.37,0,0.0,0,0,,0
2017-01-04,2017-03-30,INTELLECT,,131.15,132.06,128.73,129.37,0,0.0,0,0,,0
2017-01-05,2017-01-25,INTELLECT,,130.55,134.29,129.78,132.19,0,0.0,0,0,,0
2017-01-05,2017-02-23,INTELLECT,,130.55,134.29,129.78,132.19,0,0.0,0,0,,0
2017-01-05,2017-03-30,INTELLECT,,130.55,134.29,129.78,132.19,0,0.0,0,0,,0
2017-01-06,2017-03-30,INTELLECT,,132.92,135.01,132.19,132.92,0,0.0,0,0,,0
2017-01-06,2017-01-25,INTELLECT,,132.92,135.01,132.19,132.92,0,0.0,0,0,,0
2017-01-06,2017-02-23,INTELLECT,,132.92,135.01,132.19,132.92,0,0.0,0,0,,0
2017-01-09,2017-01-25,INTELLECT,,132.92,134.19,131.19,131.78,0,0.0,0,0,,0
2017-01-09,2017-02-23,INTELLECT,,132.92,134.19,131.19,131.78,0,0.0,0,0,,0
2017-01-09,2017-03-30,INTELLECT,,132.92,134.19,131.19,131.78,0,0.0,0,0,,0
2017-01-10,2017-01-25,INTELLECT,,131.46,135.61,131.46,132.83,0,0.0,0,0,,0
2017-01-10,2017-02-23,INTELLECT,,131.46,135.61,131.46,132.83,0,0.0,0,0,,0
2017-01-10,2017-03-30,INTELLECT,,131.46,135.61,131.46,132.83,0,0.0,0,0,,0
2017-01-11,2017-03-30,INTELLECT,,133.6,136.02,131.69,133.15,0,0.0,0,0,,0
2017-01-11,2017-01-25,INTELLECT,,133.6,136.02,131.69,133.15,0,0.0,0,0,,0
2017-01-11,2017-02-23,INTELLECT,,133.6,136.02,131.69,133.15,0,0.0,0,0,,0
2017-01-12,2017-03-30,INTELLECT,,133.01,134.51,130.69,131.74,0,0.0,0,0,,0
2017-01-12,2017-02-23,INTELLECT,,133.01,134.51,130.69,131.74,0,0.0,0,0,,0
2017-01-12,2017-01-25,INTELLECT,,133.01,134.51,130.69,131.74,0,0.0,0,0,,0
2017-01-13,2017-01-25,INTELLECT,,132.65,133.65,129.28,130.78,0,0.0,0,0,,0
2017-01-13,2017-02-23,INTELLECT,,132.65,133.65,129.28,130.78,0,0.0,0,0,,0
2017-01-13,2017-03-30,INTELLECT,,132.65,133.65,129.28,130.78,0,0.0,0,0,,0
2017-01-16,2017-01-25,INTELLECT,,130.69,131.55,128.73,129.87,0,0.0,0,0,,0
2017-01-16,2017-02-23,INTELLECT,,130.69,131.55,128.73,129.87,0,0.0,0,0,,0
2017-01-16,2017-03-30,INTELLECT,,130.69,131.55,128.73,129.87,0,0.0,0,0,,0
2017-01-17,2017-01-25,INTELLECT,,129.55,134.56,129.51,132.1,0,0.0,0,0,,0
2017-01-17,2017-02-23,INTELLECT,,129.55,134.56,129.51,132.1,0,0.0,0,0,,0
2017-01-17,2017-03-30,INTELLECT,,129.55,134.56,129.51,132.1,0,0.0,0,0,,0
2017-01-18,2017-02-23,INTELLECT,,132.87,138.56,132.01,135.33,0,0.0,0,0,,0
2017-01-18,2017-03-30,INTELLECT,,132.87,138.56,132.01,135.33,0,0.0,0,0,,0
2017-01-18,2017-01-25,INTELLECT,,132.87,138.56,132.01,135.33,0,0.0,0,0,,0
2017-01-19,2017-01-25,INTELLECT,,135.92,137.93,135.15,135.97,0,0.0,0,0,,0
2017-01-19,2017-02-23,INTELLECT,,135.92,137.93,135.15,135.97,0,0.0,0,0,,0
2017-01-19,2017-03-30,INTELLECT,,135.92,137.93,135.15,135.97,0,0.0,0,0,,0
2017-01-20,2017-01-25,INTELLECT,,135.74,136.47,130.28,131.1,0,0.0,0,0,,0
2017-01-20,2017-02-23,INTELLECT,,135.74,136.47,130.28,131.1,0,0.0,0,0,,0
2017-01-20,2017-03-30,INTELLECT,,135.74,136.47,130.28,131.1,0,0.0,0,0,,0
2017-01-23,2017-01-25,INTELLECT,,132.01,133.1,130.19,130.74,0,0.0,0,0,,0
2017-01-23,2017-02-23,INTELLECT,,132.01,133.1,130.19,130.74,0,0.0,0,0,,0
2017-01-23,2017-03-30,INTELLECT,,132.01,133.1,130.19,130.74,0,0.0,0,0,,0
2017-01-24,2017-03-30,INTELLECT,,131.78,133.65,130.33,130.92,0,0.0,0,0,,0
2017-01-24,2017-01-25,INTELLECT,,131.78,133.65,130.33,130.92,0,0.0,0,0,,0
2017-01-24,2017-02-23,INTELLECT,,131.78,133.65,130.33,130.92,0,0.0,0,0,,0
2017-01-25,2017-03-30,INTELLECT,,131.69,139.66,131.42,136.97,0,0.0,0,0,,0
2017-01-25,2017-01-25,INTELLECT,,131.69,139.66,131.42,136.97,0,0.0,0,0,,0
2017-01-25,2017-02-23,INTELLECT,,131.69,139.66,131.42,136.97,0,0.0,0,0,,0
2017-01-27,2017-02-23,INTELLECT,,137.06,141.89,136.88,139.38,0,0.0,0,0,,0
2017-01-27,2017-03-30,INTELLECT,,137.06,141.89,136.88,139.38,0,0.0,0,0,,0
