TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2017-01-02,FUTSTK,UPL,2017-01-25,414.58,422.53,412.86,421.67,8674200.0,1248546300.0,2856600.0,2380.5,1545.0,
2017-01-02,,UPL,2017-02-23,415.22,422.35,412.47,421.2,,0.0,0.0,0.0,,0.0
2017-01-02,,UPL,2017-03-30,415.22,422.35,412.47,421.2,,0.0,0.0,0.0,,0.0
2017-01-03,FUTSTK,UPL,2017-01-25,421.61,424.48,418.09,419.44,8688600.0,1557219000.0,3547800.0,2956.5,1821.0,
2017-01-03,FUTSTK,UPL,2017-02-23,426.08,426.08,420.62,421.9,16200.0,9527340.0,21600.0,18.0,12.0,
2017-01-03,,UPL,2017-03-30,422.39,424.88,417.37,418.87,,0.0,0.0,0.0,,0.0
2017-01-04,FUTSTK,UPL,2017-01-25,419.98,429.02,417.78,426.78,8627400.0,3417658080.0,7713000.0,6427.5,3827.0,
2017-01-04,FUTSTK,UPL,2017-02-23,429.56,429.56,424.23,428.0,21600.0,8837220.0,19800.0,16.5,11.0,
2017-01-04,,UPL,2017-03-30,417.91,429.39,416.86,426.9,,0.0,0.0,0.0,,0.0
2017-01-05,FUTSTK,UPL,2017-01-25,427.2,432.47,426.24,431.29,8739000.0,2149208940.0,4798800.0,3999.0,2343.0,
2017-01-05,FUTSTK,UPL,2017-02-23,428.51,432.53,428.51,429.15,28800.0,4840800.0,10800.0,9.0,6.0,
2017-01-05,,UPL,2017-03-30,427.18,432.94,425.33,431.4,,0.0,0.0,0.0,,0.0
2017-01-06,FUTSTK,UPL,2017-01-25,432.6,432.79,421.86,423.27,8703000.0,1629567300.0,3648600.0,3040.5,1875.0,
2017-01-06,FUTSTK,UPL,2017-02-23,432.66,432.66,424.8,424.83,16200.0,14483820.0,32400.0,27.0,18.0,
2017-01-06,,UPL,2017-03-30,432.3,433.39,420.66,422.0,,0.0,0.0,0.0,,0.0
2017-01-09,FUTSTK,UPL,2017-01-25,425.44,432.37,422.47,430.2,8690400.0,1298308200.0,2898000.0,2415.0,1494.0,
2017-01-09,FUTSTK,UPL,2017-02-23,429.75,433.04,429.27,431.32,21600.0,8103420.0,18000.0,15.0,10.0,
2017-01-09,,UPL,2017-03-30,423.35,432.59,422.1,430.32,,0.0,0.0,0.0,,0.0
2017-01-10,FUTSTK,UPL,2017-01-25,430.49,434.7,423.65,425.57,8712000.0,1182740460.0,2651400.0,2209.5,1400.0,
2017-01-10,FUTSTK,UPL,2017-02-23,428.0,428.0,426.72,426.72,21600.0,3213540.0,7200.0,6.0,4.0,
