TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE
2017-01-02,FUTIDX,NIFTY,2017-01-25,8215.05,8218.8,8151.0,8192.1,17031150.0,68446936020.0,8364750.0,111530.0,62195.0
2017-01-02,FUTIDX,NIFTY,2017-02-23,8212.85,8240.75,8175.1,8216.45,836400.0,2346359238.75,285825.0,3811.0,3018.0
2017-01-02,FUTIDX,NIFTY,2017-03-30,8236.2,8270.0,8204.8,8247.85,122025.0,462248295.0,56100.0,748.0,480.0
2017-01-03,FUTIDX,NIFTY,2017-01-25,8200.0,8228.0,8159.0,8196.5,17229825.0,69802528668.75,8514525.0,113527.0,67014.0
2017-01-03,FUTIDX,NIFTY,2017-02-23,8220.0,8250.0,8185.0,8222.6,982350.0,3282230891.25,399075.0,5321.0,4334.0
2017-01-03,FUTIDX,NIFTY,2017-03-30,8253.3,8278.2,8214.0,8248.4,223875.0,1241053571.25,150300.0,2004.0,1479.0
2017-01-04,FUTIDX,NIFTY,2017-01-25,8202.25,8223.4,8187.3,8204.05,17529225.0,55785147138.75,6797850.0,90638.0,55044.0
2017-01-04,FUTIDX,NIFTY,2017-02-23,8242.3,8247.25,8209.4,8229.7,1054200.0,2196855322.5,266850.0,3558.0,2834.0
2017-01-04,FUTIDX,NIFTY,2017-03-30,8261.1,8273.45,8241.75,8257.8,228150.0,240962576.25,29175.0,389.0,305.0
2017-01-05,FUTIDX,NIFTY,2017-01-25,8254.7,8298.7,8236.15,8288.2,18773775.0,89267345148.75,10788375.0,143845.0,85703.0
2017-01-05,FUTIDX,NIFTY,2017-02-23,8229.7,8323.55,8229.7,8312.95,1165275.0,3881317852.5,467625.0,6235.0,4909.0
2017-01-05,FUTIDX,NIFTY,2017-03-30,8290.6,8348.0,8289.35,8339.6,254400.0,855490893.75,102750.0,1370.0,905.0
2017-01-06,FUTIDX,NIFTY,2017-01-25,8305.55,8329.6,8256.5,8267.65,18727275.0,69389268727.5,8368725.0,111583.0,65679.0
2017-01-06,FUTIDX,NIFTY,2017-02-23,8328.3,8355.45,8285.0,8293.75,1222725.0,3774804251.25,453900.0,6052.0,4609.0
2017-01-06,FUTIDX,NIFTY,2017-03-30,8350.0,8383.0,8314.0,8322.1,287250.0,709651166.25,85050.0,1134.0,776.0
2017-01-09,FUTIDX,NIFTY,2017-01-25,8266.0,8272.4,8241.1,8249.9,18707775.0,38784774063.75,4698300.0,62644.0,38285.0
2017-01-09,FUTIDX,NIFTY,2017-02-23,8295.05,8296.2,8267.9,8277.05,1307775.0,2547601657.5,307650.0,4102.0,3263.0
2017-01-09,FUTIDX,NIFTY,2017-03-30,8326.5,8326.5,8299.85,8303.85,308100.0,423855697.5,51000.0,680.0,423.0
2017-01-10,FUTIDX,NIFTY,2017-01-25,8274.8,8298.75,8260.0,8293.85,18709950.0,49358071462.5,5956500.0,79420.0,44753.0
2017-01-10,FUTIDX,NIFTY,2017-02-23,8291.05,8324.9,8291.05,8318.85,1307550.0,2055140711.25,247275.0,3297.0,2301.0
2017-01-10,FUTIDX,NIFTY,2017-03-30,8321.55,8351.6,8321.55,8347.35,325800.0,613881652.5,73650.0,982.0,571.0
2017-01-11,FUTIDX,NIFTY,2017-01-25,8335.0,8399.8,8324.0,8387.2,19355850.0,72618417975.0,8681850.0,115758.0,67961.0
2017-01-11,FUTIDX,NIFTY,2017-02-23,8338.0,8424.5,8338.0,8413.55,1353000.0,3796203311.25,452550.0,6034.0,4647.0
2017-01-11,FUTIDX,NIFTY,2017-03-30,8379.0,8448.0,8379.0,8437.0,356100.0,673849818.75,80100.0,1068.0,786.0
2017-01-12,FUTIDX,NIFTY,2017-01-25,8403.2,8424.0,8386.05,8418.0,20646300.0,68249529787.5,8119125.0,108255.0,64183.0
2017-01-12,FUTIDX,NIFTY,2017-02-23,8424.0,8449.4,8409.5,8442.95,1446000.0,4143537671.25,491475.0,6553.0,5289.0
2017-01-12,FUTIDX,NIFTY,2017-03-30,8450.0,8470.0,8435.0,8463.55,379350.0,459015277.5,54300.0,724.0,561.0
2017-01-13,FUTIDX,NIFTY,2017-01-25,8454.9,8457.0,8388.2,8417.7,19916550.0,63080327546.25,7498125.0,99975.0,61627.0
2017-01-13,FUTIDX,NIFTY,2017-02-23,8473.3,8479.2,8414.25,8443.05,2069700.0,8254516807.5,978675.0,13049.0,9605.0
2017-01-13,FUTIDX,NIFTY,2017-03-30,8495.0,8497.0,8435.0,8463.35,432900.0,1344327693.75,159000.0,2120.0,1368.0
2017-01-16,FUTIDX,NIFTY,2017-01-25,8404.0,8444.0,8385.05,8431.7,20138625.0,51708441202.5,6140925.0,81879.0,47506.0
2017-01-16,FUTIDX,NIFTY,2017-02-23,8424.3,8466.5,8410.15,8455.15,2162625.0,3611782717.5,427650.0,5702.0,4423.0
2017-01-16,FUTIDX,NIFTY,2017-03-30,8430.0,8488.35,8430.0,8476.7,450375.0,547551547.5,64650.0,862.0,595.0
2017-01-17,FUTIDX,NIFTY,2017-01-25,8433.9,8448.0,8392.5,8408.5,19685100.0,61326087243.75,7288950.0,97186.0,54715.0
2017-01-17,FUTIDX,NIFTY,2017-02-23,8460.05,8470.0,8417.0,8430.9,2339325.0,4652945126.25,551475.0,7353.0,4945.0
2017-01-17,FUTIDX,NIFTY,2017-03-30,8482.0,8491.0,8441.0,8453.75,484125.0,709431206.25,83850.0,1118.0,766.0
2017-01-18,FUTIDX,NIFTY,2017-01-25,8426.0,8468.95,8406.05,8429.35,20561025.0,74356297316.25,8811975.0,117493.0,67330.0
2017-01-18,FUTIDX,NIFTY,2017-02-23,8441.0,8491.95,8431.5,8454.85,2444250.0,5961963656.25,704250.0,9390.0,6459.0
2017-01-18,FUTIDX,NIFTY,2017-03-30,8465.0,8510.0,8451.0,8472.75,510675.0,930089460.0,109650.0,1462.0,858.0
2017-01-19,FUTIDX,NIFTY,2017-01-25,8422.0,8454.0,8409.0,8442.95,20198775.0,50331950077.5,5968575.0,79581.0,43271.0
2017-01-19,FUTIDX,NIFTY,2017-02-23,8440.4,8475.0,8430.55,8466.75,2880600.0,7350600491.25,869100.0,11588.0,6152.0
2017-01-19,FUTIDX,NIFTY,2017-03-30,8460.25,8498.0,8454.75,8489.8,534225.0,796060650.0,93900.0,1252.0,871.0
2017-01-20,FUTIDX,NIFTY,2017-01-25,8400.0,8434.0,8352.2,8362.65,17989575.0,89610366600.0,10684350.0,142458.0,74450.0
2017-01-20,FUTIDX,NIFTY,2017-02-23,8427.0,8457.45,8377.0,8387.2,3863325.0,17839630065.0,2121075.0,28281.0,13386.0
2017-01-20,FUTIDX,NIFTY,2017-03-30,8462.0,8480.0,8403.0,8412.65,554025.0,1556464822.5,184500.0,2460.0,1817.0
2017-01-23,FUTIDX,NIFTY,2017-01-25,8343.5,8418.0,8333.4,8402.4,15481950.0,97718992942.5,11651400.0,155352.0,75477.0
2017-01-23,FUTIDX,NIFTY,2017-02-23,8369.95,8440.0,8366.8,8424.75,6696975.0,37956424312.5,4513275.0,60177.0,23796.0
2017-01-23,FUTIDX,NIFTY,2017-03-30,8404.0,8465.0,8395.0,8451.2,639375.0,1977592308.75,234375.0,3125.0,1798.0
2017-01-24,FUTIDX,NIFTY,2017-01-25,8421.4,8488.0,8416.0,8480.5,10783050.0,113280873487.5,13404525.0,178727.0,71419.0
2017-01-24,FUTIDX,NIFTY,2017-02-23,8444.7,8518.95,8441.15,8509.6,12670725.0,75113748866.25,8861250.0,118150.0,40047.0
2017-01-24,FUTIDX,NIFTY,2017-03-30,8472.1,8540.0,8466.9,8531.8,768225.0,3048873885.0,358350.0,4778.0,2704.0
2017-01-25,FUTIDX,NIFTY,2017-01-25,8504.9,8606.4,8496.3,8599.0,7038300.0,122344296052.5,14320275.0,190937.0,98866.0
2017-01-25,FUTIDX,NIFTY,2017-02-23,8469.7,8622.2,8469.7,8614.85,18169050.0,112028405846.25,13062300.0,174164.0,88031.0
2017-01-25,FUTIDX,NIFTY,2017-03-30,8550.0,8644.0,8544.25,8636.1,979875.0,4042473652.5,470100.0,6268.0,4403.0
2017-01-27,FUTIDX,NIFTY,2017-02-23,8649.95,8698.15,8641.1,8671.1,19389450.0,81229978890.0,9362400.0,124832.0,71742.0
2017-01-27,FUTIDX,NIFTY,2017-03-30,8650.0,8725.5,8650.0,8700.1,1024650.0,4186370793.75,480900.0,6412.0,4839.0
2017-01-27,FUTIDX,NIFTY,2017-04-27,8601.3,8756.75,8601.3,8727.8,20175.0,329586573.75,37725.0,503.0,392.0
2017-01-30,FUTIDX,NIFTY,2017-02-23,8645.0,8681.95,8636.35,8655.35,19939950.0,59217619353.75,6841650.0,91222.0,55883.0
2017-01-30,FUTIDX,NIFTY,2017-03-30,8669.0,8708.0,8669.0,8682.8,1057575.0,2159040453.75,248625.0,3315.0,2405.0
2017-01-30,FUTIDX,NIFTY,2017-04-27,8707.45,8731.6,8692.05,8713.45,24975.0,165327866.25,18975.0,253.0,209.0
2017-01-31,FUTIDX,NIFTY,2017-02-23,8639.8,8639.8,8576.25,8584.3,19447125.0,97571069295.0,11339850.0,151198.0,91699.0
