TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2017-01-02,FUTSTK,OIL,2017-01-25,147.63,149.33,147.63,148.85,4467600.0,296467930.0,1994100.0,1173.0,388.0,
2017-01-02,FUTSTK,OIL,2017-02-23,148.95,148.95,148.33,148.33,158100.0,10599670.0,71400.0,42.0,14.0,
2017-01-02,,OIL,2017-03-30,150.9,153.93,150.88,151.75,,0.0,0.0,0.0,,0.0
2017-01-03,FUTSTK,OIL,2017-01-25,148.42,150.32,148.33,149.75,4671600.0,260289720.0,1739100.0,1023.0,329.0,
2017-01-03,FUTSTK,OIL,2017-02-23,149.4,149.4,149.33,149.33,168300.0,8384570.0,56100.0,33.0,11.0,
2017-01-03,,OIL,2017-03-30,151.95,154.25,151.6,152.82,,0.0,0.0,0.0,,0.0
2017-01-04,FUTSTK,OIL,2017-01-25,151.27,151.32,149.72,150.1,4911300.0,281728845.0,1871700.0,1101.0,341.0,
2017-01-04,FUTSTK,OIL,2017-02-23,150.5,150.5,149.63,149.62,158100.0,3828740.0,25500.0,15.0,5.0,
2017-01-04,,OIL,2017-03-30,154.02,155.0,151.53,152.17,,0.0,0.0,0.0,,0.0
2017-01-05,FUTSTK,OIL,2017-01-25,151.32,153.35,150.75,152.45,5049000.0,336767025.0,2213400.0,1302.0,418.0,
2017-01-05,FUTSTK,OIL,2017-02-23,0.0,0.0,0.0,149.63,158100.0,2320075.0,15300.0,9.0,3.0,
2017-01-05,,OIL,2017-03-30,152.32,157.17,152.32,155.72,,0.0,0.0,0.0,,0.0
2017-01-06,FUTSTK,OIL,2017-01-25,153.42,156.23,152.1,154.17,5105100.0,660236650.0,4268700.0,2511.0,800.0,
2017-01-06,FUTSTK,OIL,2017-02-23,154.43,154.43,153.62,153.62,158100.0,3937880.0,25500.0,15.0,5.0,
2017-01-06,,OIL,2017-03-30,157.3,160.25,156.0,158.37,,0.0,0.0,0.0,,0.0
2017-01-09,FUTSTK,OIL,2017-01-25,156.0,156.0,151.6,152.07,5258100.0,428926830.0,2794800.0,1644.0,527.0,
2017-01-09,FUTSTK,OIL,2017-02-23,153.37,153.88,153.37,153.42,183600.0,3916460.0,25500.0,15.0,5.0,
2017-01-09,,OIL,2017-03-30,160.0,161.15,158.33,159.42,,0.0,0.0,0.0,,0.0
2017-01-10,FUTSTK,OIL,2017-01-25,152.97,153.48,151.0,151.33,5513100.0,411184695.0,2697900.0,1587.0,519.0,
2017-01-10,FUTSTK,OIL,2017-02-23,151.68,151.82,149.57,150.1,219300.0,23873780.0,158100.0,93.0,31.0,
2017-01-10,,OIL,2017-03-30,160.0,161.67,159.78,160.8,,0.0,0.0,0.0,,0.0
2017-01-11,FUTSTK,OIL,2017-01-25,152.27,152.3,149.7,151.13,6069000.0,732510195.0,4839900.0,2847.0,578.0,
2017-01-11,FUTSTK,OIL,2017-02-23,150.32,150.32,148.92,149.6,229500.0,12199965.0,81600.0,48.0,16.0,
