TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE
2021-01-11,FUTIDX,FINNIFTY,2021-01-14,15749.9,15849.95,15545.0,15652.85,29600.0,2643305594.0,168880.0,4222.0,3755.0
2021-01-11,FUTIDX,FINNIFTY,2021-01-21,15550.0,15797.95,15550.0,15749.85,40.0,3127038.0,200.0,5.0,5.0
2021-01-11,FUTIDX,FINNIFTY,2021-01-28,15893.3,15915.0,15568.0,15676.25,47000.0,2044405472.0,130520.0,3263.0,2909.0
2021-01-11,FUTIDX,FINNIFTY,2021-02-25,15890.0,15923.05,15640.0,15719.45,1040.0,31440324.0,2000.0,50.0,49.0
2021-01-11,FUTIDX,FINNIFTY,2021-03-25,15775.05,15796.65,15700.0,15715.9,200.0,5663836.0,360.0,9.0,9.0
2021-01-12,FUTIDX,FINNIFTY,2021-01-14,15594.0,15758.7,15569.65,15740.8,45320.0,3690712090.0,235480.0,5887.0,5095.0
2021-01-12,FUTIDX,FINNIFTY,2021-01-21,15620.0,15762.0,15600.0,15747.75,480.0,23829604.0,1520.0,38.0,35.0
2021-01-12,FUTIDX,FINNIFTY,2021-01-28,15625.0,15782.8,15599.95,15767.3,49000.0,1334146730.0,85080.0,2127.0,1898.0
2021-01-12,FUTIDX,FINNIFTY,2021-02-25,15700.0,15837.1,15650.0,15801.7,920.0,17631432.0,1120.0,28.0,24.0
2021-01-12,FUTIDX,FINNIFTY,2021-03-25,16015.95,16015.95,15750.0,15995.4,320.0,5706874.0,360.0,9.0,9.0
2021-01-13,FUTIDX,FINNIFTY,2021-01-14,15755.05,15844.2,15106.65,15645.7,46960.0,4089230298.0,260880.0,6522.0,5644.0
2021-01-13,FUTIDX,FINNIFTY,2021-01-21,15832.65,15832.65,15522.75,15645.3,1160.0,28868468.0,1840.0,46.0,46.0
2021-01-13,FUTIDX,FINNIFTY,2021-01-28,15795.0,15869.4,15529.55,15675.9,57800.0,1947866860.0,124160.0,3104.0,2567.0
2021-01-13,FUTIDX,FINNIFTY,2021-02-25,15880.95,15997.9,15600.0,15712.25,1960.0,34057396.0,2160.0,54.0,54.0
2021-01-13,FUTIDX,FINNIFTY,2021-03-25,15950.0,15950.0,15650.0,15790.05,800.0,13247472.0,840.0,21.0,21.0
2021-01-14,FUTIDX,FINNIFTY,2021-01-14,15666.4,15688.05,15559.1,15605.2,35400.0,2262007670.0,144880.0,3622.0,2972.0
2021-01-14,FUTIDX,FINNIFTY,2021-01-21,15690.0,15713.9,15605.05,15663.6,4160.0,112669420.0,7200.0,180.0,153.0
2021-01-14,FUTIDX,FINNIFTY,2021-01-28,15685.65,15698.8,15604.7,15669.25,48080.0,1544432848.0,98680.0,2467.0,1951.0
2021-01-14,FUTIDX,FINNIFTY,2021-02-25,15500.05,15725.0,15500.05,15715.95,2280.0,21333338.0,1360.0,34.0,31.0
2021-01-14,FUTIDX,FINNIFTY,2021-03-25,15730.0,15890.15,15620.7,15890.15,840.0,5040334.0,320.0,8.0,8.0
2021-01-15,FUTIDX,FINNIFTY,2021-01-21,15586.15,15629.65,15391.35,15476.5,19280.0,969494064.0,62560.0,1564.0,1346.0
2021-01-15,FUTIDX,FINNIFTY,2021-01-28,15611.2,15639.95,15411.0,15506.1,47960.0,1017827978.0,65600.0,1640.0,1442.0
2021-01-15,FUTIDX,FINNIFTY,2021-02-04,15500.0,15549.9,15500.0,15549.9,0.0,1241996.0,80.0,2.0,2.0
2021-01-15,FUTIDX,FINNIFTY,2021-02-25,15678.5,15678.5,15471.1,15554.0,2600.0,23047360.0,1480.0,37.0,37.0
2021-01-15,FUTIDX,FINNIFTY,2021-03-25,15497.75,15745.15,15497.75,15554.25,1000.0,6877512.0,440.0,11.0,11.0
2021-01-18,FUTIDX,FINNIFTY,2021-01-21,15415.0,15520.2,15203.3,15231.85,18160.0,737696688.0,48080.0,1202.0,1083.0
2021-01-18,FUTIDX,FINNIFTY,2021-01-28,15468.3,15552.45,15220.0,15260.2,47000.0,802731710.0,52200.0,1305.0,1243.0
2021-01-18,FUTIDX,FINNIFTY,2021-02-25,15539.1,15587.8,15275.0,15327.5,3520.0,35783500.0,2320.0,58.0,56.0
2021-01-18,FUTIDX,FINNIFTY,2021-03-25,15546.75,15546.75,15318.8,15318.8,1040.0,6806446.0,440.0,11.0,11.0
2021-01-19,FUTIDX,FINNIFTY,2021-01-21,15323.0,15670.0,15301.0,15635.45,15080.0,1313907868.0,84760.0,2119.0,1811.0
