TIMESTAMP,INSTRUMENT,SYMBOL,EXP_DATE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_VAL,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,OPEN_INT
2017-01-02,,INDIANB,2017-01-25,221.5,224.5,218.95,222.6,,0.0,0.0,0.0,,0.0
2017-01-02,,INDIANB,2017-02-23,221.5,224.5,218.95,222.6,,0.0,0.0,0.0,,0.0
2017-01-02,,INDIANB,2017-03-30,221.5,224.5,218.95,222.6,,0.0,0.0,0.0,,0.0
2017-01-03,,INDIANB,2017-01-25,222.9,231.0,219.1,224.0,,0.0,0.0,0.0,,0.0
2017-01-03,,INDIANB,2017-02-23,222.9,231.0,219.1,224.0,,0.0,0.0,0.0,,0.0
2017-01-03,,INDIANB,2017-03-30,222.9,231.0,219.1,224.0,,0.0,0.0,0.0,,0.0
2017-01-04,,INDIANB,2017-01-25,224.65,229.45,224.0,225.7,,0.0,0.0,0.0,,0.0
2017-01-04,,INDIANB,2017-02-23,224.65,229.45,224.0,225.7,,0.0,0.0,0.0,,0.0
2017-01-04,,INDIANB,2017-03-30,224.65,229.45,224.0,225.7,,0.0,0.0,0.0,,0.0
2017-01-05,,INDIANB,2017-01-25,229.3,231.0,226.95,227.55,,0.0,0.0,0.0,,0.0
2017-01-05,,INDIANB,2017-02-23,229.3,231.0,226.95,227.55,,0.0,0.0,0.0,,0.0
2017-01-05,,INDIANB,2017-03-30,229.3,231.0,226.95,227.55,,0.0,0.0,0.0,,0.0
2017-01-06,,INDIANB,2017-01-25,227.55,244.6,227.55,234.15,,0.0,0.0,0.0,,0.0
2017-01-06,,INDIANB,2017-02-23,227.55,244.6,227.55,234.15,,0.0,0.0,0.0,,0.0
2017-01-06,,INDIANB,2017-03-30,227.55,244.6,227.55,234.15,,0.0,0.0,0.0,,0.0
2017-01-09,,INDIANB,2017-01-25,236.1,238.5,232.55,234.95,,0.0,0.0,0.0,,0.0
2017-01-09,,INDIANB,2017-02-23,236.1,238.5,232.55,234.95,,0.0,0.0,0.0,,0.0
2017-01-09,,INDIANB,2017-03-30,236.1,238.5,232.55,234.95,,0.0,0.0,0.0,,0.0
2017-01-10,,INDIANB,2017-01-25,236.0,237.6,233.65,235.4,,0.0,0.0,0.0,,0.0
2017-01-10,,INDIANB,2017-02-23,236.0,237.6,233.65,235.4,,0.0,0.0,0.0,,0.0
2017-01-10,,INDIANB,2017-03-30,236.0,237.6,233.65,235.4,,0.0,0.0,0.0,,0.0
2017-01-11,,INDIANB,2017-01-25,237.0,251.9,236.2,248.95,,0.0,0.0,0.0,,0.0
2017-01-11,,INDIANB,2017-02-23,237.0,251.9,236.2,248.95,,0.0,0.0,0.0,,0.0
2017-01-11,,INDIANB,2017-03-30,237.0,251.9,236.2,248.95,,0.0,0.0,0.0,,0.0
2017-01-12,,INDIANB,2017-01-25,250.05,251.95,242.2,249.55,,0.0,0.0,0.0,,0.0
2017-01-12,,INDIANB,2017-02-23,250.05,251.95,242.2,249.55,,0.0,0.0,0.0,,0.0
2017-01-12,,INDIANB,2017-03-30,250.05,251.95,242.2,249.55,,0.0,0.0,0.0,,0.0
2017-01-13,,INDIANB,2017-01-25,248.7,251.25,245.0,246.8,,0.0,0.0,0.0,,0.0
2017-01-13,,INDIANB,2017-02-23,248.7,251.25,245.0,246.8,,0.0,0.0,0.0,,0.0
2017-01-13,,INDIANB,2017-03-30,248.7,251.25,245.0,246.8,,0.0,0.0,0.0,,0.0
2017-01-16,,INDIANB,2017-01-25,245.0,250.0,243.5,247.8,,0.0,0.0,0.0,,0.0
2017-01-16,,INDIANB,2017-02-23,245.0,250.0,243.5,247.8,,0.0,0.0,0.0,,0.0
2017-01-16,,INDIANB,2017-03-30,245.0,250.0,243.5,247.8,,0.0,0.0,0.0,,0.0
2017-01-17,,INDIANB,2017-01-25,246.75,250.5,245.5,246.95,,0.0,0.0,0.0,,0.0
2017-01-17,,INDIANB,2017-02-23,246.75,250.5,245.5,246.95,,0.0,0.0,0.0,,0.0
2017-01-17,,INDIANB,2017-03-30,246.75,250.5,245.5,246.95,,0.0,0.0,0.0,,0.0
2017-01-18,,INDIANB,2017-01-25,246.95,250.25,246.9,248.4,,0.0,0.0,0.0,,0.0
2017-01-18,,INDIANB,2017-02-23,246.95,250.25,246.9,248.4,,0.0,0.0,0.0,,0.0
2017-01-18,,INDIANB,2017-03-30,246.95,250.25,246.9,248.4,,0.0,0.0,0.0,,0.0
2017-01-19,,INDIANB,2017-01-25,248.95,251.0,246.7,249.8,,0.0,0.0,0.0,,0.0
2017-01-19,,INDIANB,2017-02-23,248.95,251.0,246.7,249.8,,0.0,0.0,0.0,,0.0
2017-01-19,,INDIANB,2017-03-30,248.95,251.0,246.7,249.8,,0.0,0.0,0.0,,0.0
2017-01-20,,INDIANB,2017-01-25,249.0,250.7,243.2,244.35,,0.0,0.0,0.0,,0.0
2017-01-20,,INDIANB,2017-02-23,249.0,250.7,243.2,244.35,,0.0,0.0,0.0,,0.0
2017-01-20,,INDIANB,2017-03-30,249.0,250.7,243.2,244.35,,0.0,0.0,0.0,,0.0
2017-01-23,,INDIANB,2017-01-25,244.65,251.9,242.0,246.85,,0.0,0.0,0.0,,0.0
2017-01-23,,INDIANB,2017-02-23,244.65,251.9,242.0,246.85,,0.0,0.0,0.0,,0.0
2017-01-23,,INDIANB,2017-03-30,244.65,251.9,242.0,246.85,,0.0,0.0,0.0,,0.0
2017-01-24,,INDIANB,2017-01-25,248.5,260.0,248.5,257.6,,0.0,0.0,0.0,,0.0
2017-01-24,,INDIANB,2017-02-23,248.5,260.0,248.5,257.6,,0.0,0.0,0.0,,0.0
2017-01-24,,INDIANB,2017-03-30,248.5,260.0,248.5,257.6,,0.0,0.0,0.0,,0.0
2017-01-25,,INDIANB,2017-01-25,260.0,279.0,259.1,272.4,,0.0,0.0,0.0,,0.0
2017-01-25,,INDIANB,2017-02-23,260.0,279.0,259.1,272.4,,0.0,0.0,0.0,,0.0
2017-01-25,,INDIANB,2017-03-30,260.0,279.0,259.1,272.4,,0.0,0.0,0.0,,0.0
2017-01-27,,INDIANB,2017-02-23,273.75,274.5,265.0,267.35,,0.0,0.0,0.0,,0.0
2017-01-27,,INDIANB,2017-03-30,273.75,274.5,265.0,267.35,,0.0,0.0,0.0,,0.0
2017-01-27,,INDIANB,2017-04-27,273.75,274.5,265.0,267.35,,0.0,0.0,0.0,,0.0
2017-01-30,,INDIANB,2017-02-23,268.2,277.8,268.2,272.25,,0.0,0.0,0.0,,0.0
2017-01-30,,INDIANB,2017-03-30,268.2,277.8,268.2,272.25,,0.0,0.0,0.0,,0.0
2017-01-30,,INDIANB,2017-04-27,268.2,277.8,268.2,272.25,,0.0,0.0,0.0,,0.0
2017-01-31,,INDIANB,2017-02-23,271.9,279.0,265.55,272.25,,0.0,0.0,0.0,,0.0
2017-01-31,,INDIANB,2017-03-30,271.9,279.0,265.55,272.25,,0.0,0.0,0.0,,0.0
2017-01-31,,INDIANB,2017-04-27,271.9,279.0,265.55,272.25,,0.0,0.0,0.0,,0.0
2017-02-01,,INDIANB,2017-02-23,272.25,277.1,270.0,273.65,,0.0,0.0,0.0,,0.0
2017-02-01,,INDIANB,2017-03-30,272.25,277.1,270.0,273.65,,0.0,0.0,0.0,,0.0
2017-02-01,,INDIANB,2017-04-27,272.25,277.1,270.0,273.65,,0.0,0.0,0.0,,0.0
2017-02-02,,INDIANB,2017-02-23,274.45,288.65,271.0,281.95,,0.0,0.0,0.0,,0.0
2017-02-02,,INDIANB,2017-03-30,274.45,288.65,271.0,281.95,,0.0,0.0,0.0,,0.0
2017-02-02,,INDIANB,2017-04-27,274.45,288.65,271.0,281.95,,0.0,0.0,0.0,,0.0
2017-02-03,,INDIANB,2017-02-23,283.45,292.0,281.0,290.85,,0.0,0.0,0.0,,0.0
2017-02-03,,INDIANB,2017-03-30,283.45,292.0,281.0,290.85,,0.0,0.0,0.0,,0.0
2017-02-03,,INDIANB,2017-04-27,283.45,292.0,281.0,290.85,,0.0,0.0,0.0,,0.0
2017-02-06,,INDIANB,2017-02-23,293.0,298.7,290.05,292.05,,0.0,0.0,0.0,,0.0
2017-02-06,,INDIANB,2017-03-30,293.0,298.7,290.05,292.05,,0.0,0.0,0.0,,0.0
2017-02-06,,INDIANB,2017-04-27,293.0,298.7,290.05,292.05,,0.0,0.0,0.0,,0.0
2017-02-07,,INDIANB,2017-02-23,292.2,294.85,287.2,292.4,,0.0,0.0,0.0,,0.0
2017-02-07,,INDIANB,2017-03-30,292.2,294.85,287.2,292.4,,0.0,0.0,0.0,,0.0
2017-02-07,,INDIANB,2017-04-27,292.2,294.85,287.2,292.4,,0.0,0.0,0.0,,0.0
2017-02-08,,INDIANB,2017-02-23,292.4,307.0,282.35,298.5,,0.0,0.0,0.0,,0.0
2017-02-08,,INDIANB,2017-03-30,292.4,307.0,282.35,298.5,,0.0,0.0,0.0,,0.0
2017-02-08,,INDIANB,2017-04-27,292.4,307.0,282.35,298.5,,0.0,0.0,0.0,,0.0
2017-02-09,,INDIANB,2017-02-23,310.0,310.0,295.0,304.1,,0.0,0.0,0.0,,0.0
2017-02-09,,INDIANB,2017-03-30,310.0,310.0,295.0,304.1,,0.0,0.0,0.0,,0.0
2017-02-09,,INDIANB,2017-04-27,310.0,310.0,295.0,304.1,,0.0,0.0,0.0,,0.0
2017-02-10,,INDIANB,2017-02-23,302.55,307.95,301.3,303.2,,0.0,0.0,0.0,,0.0
2017-02-10,,INDIANB,2017-03-30,302.55,307.95,301.3,303.2,,0.0,0.0,0.0,,0.0
2017-02-10,,INDIANB,2017-04-27,302.55,307.95,301.3,303.2,,0.0,0.0,0.0,,0.0
2017-02-13,,INDIANB,2017-02-23,301.75,304.0,283.1,288.0,,0.0,0.0,0.0,,0.0
2017-02-13,,INDIANB,2017-03-30,301.75,304.0,283.1,288.0,,0.0,0.0,0.0,,0.0
2017-02-13,,INDIANB,2017-04-27,301.75,304.0,283.1,288.0,,0.0,0.0,0.0,,0.0
2017-02-14,,INDIANB,2017-02-23,288.0,293.95,285.0,286.95,,0.0,0.0,0.0,,0.0
2017-02-14,,INDIANB,2017-03-30,288.0,293.95,285.0,286.95,,0.0,0.0,0.0,,0.0
2017-02-14,,INDIANB,2017-04-27,288.0,293.95,285.0,286.95,,0.0,0.0,0.0,,0.0
2017-02-15,,INDIANB,2017-02-23,286.95,289.35,274.1,278.25,,0.0,0.0,0.0,,0.0
2017-02-15,,INDIANB,2017-03-30,286.95,289.35,274.1,278.25,,0.0,0.0,0.0,,0.0
2017-02-15,,INDIANB,2017-04-27,286.95,289.35,274.1,278.25,,0.0,0.0,0.0,,0.0
2017-02-16,,INDIANB,2017-02-23,278.1,290.8,278.1,289.45,,0.0,0.0,0.0,,0.0
2017-02-16,,INDIANB,2017-03-30,278.1,290.8,278.1,289.45,,0.0,0.0,0.0,,0.0
2017-02-16,,INDIANB,2017-04-27,278.1,290.8,278.1,289.45,,0.0,0.0,0.0,,0.0
2017-02-17,,INDIANB,2017-02-23,290.0,296.0,289.95,291.0,,0.0,0.0,0.0,,0.0
2017-02-17,,INDIANB,2017-03-30,290.0,296.0,289.95,291.0,,0.0,0.0,0.0,,0.0
2017-02-17,,INDIANB,2017-04-27,290.0,296.0,289.95,291.0,,0.0,0.0,0.0,,0.0
2017-02-20,,INDIANB,2017-02-23,291.25,294.9,288.15,290.25,,0.0,0.0,0.0,,0.0
2017-02-20,,INDIANB,2017-03-30,291.25,294.9,288.15,290.25,,0.0,0.0,0.0,,0.0
2017-02-20,,INDIANB,2017-04-27,291.25,294.9,288.15,290.25,,0.0,0.0,0.0,,0.0
2017-02-21,,INDIANB,2017-02-23,290.55,294.3,286.55,291.65,,0.0,0.0,0.0,,0.0
2017-02-21,,INDIANB,2017-03-30,290.55,294.3,286.55,291.65,,0.0,0.0,0.0,,0.0
2017-02-21,,INDIANB,2017-04-27,290.55,294.3,286.55,291.65,,0.0,0.0,0.0,,0.0
2017-02-22,,INDIANB,2017-02-23,290.15,294.5,288.2,289.1,,0.0,0.0,0.0,,0.0
2017-02-22,,INDIANB,2017-03-30,290.15,294.5,288.2,289.1,,0.0,0.0,0.0,,0.0
2017-02-22,,INDIANB,2017-04-27,290.15,294.5,288.2,289.1,,0.0,0.0,0.0,,0.0
2017-02-23,,INDIANB,2017-02-23,289.4,293.45,288.35,291.05,,0.0,0.0,0.0,,0.0
2017-02-23,,INDIANB,2017-03-30,289.4,293.45,288.35,291.05,,0.0,0.0,0.0,,0.0
2017-02-23,,INDIANB,2017-04-27,289.4,293.45,288.35,291.05,,0.0,0.0,0.0,,0.0
2017-02-27,,INDIANB,2017-03-30,291.0,297.8,284.15,293.8,,0.0,0.0,0.0,,0.0
2017-02-27,,INDIANB,2017-04-27,291.0,297.8,284.15,293.8,,0.0,0.0,0.0,,0.0
2017-02-27,,INDIANB,2017-05-25,291.0,297.8,284.15,293.8,,0.0,0.0,0.0,,0.0
2017-02-28,,INDIANB,2017-03-30,292.05,297.0,287.0,288.5,,0.0,0.0,0.0,,0.0
